#Text:Aitareyabrāhmaṇa
#Edition:DCS version
#Notes:Few manual changes (e.g. space before vigraha)
#Todo:Sentence split!


1.1.1	agnir vai devānām avamo viṣṇuḥ paramas tadantareṇa sarvā anyā devatāḥ
1.7.4	atho etaṃ varam avṛṇīta mayaiva prācīṃ diśam prajānāthāgninā dakṣiṇāṃ somena pratīcīṃ savitrodīcīm iti
1.7.5	pathyāṃ yajati
1.7.6	yat pathyāṃ yajati tasmād asau pura udeti paścāstam eti pathyāṃ hy eṣo 'nusaṃcarati
1.7.7	agniṃ yajati
1.7.8	yad agniṃ yajati tasmād dakṣiṇato 'gra oṣadhayaḥ pacyamānā āyanty āgneyyo hy oṣadhayaḥ
1.7.9	somaṃ yajati
1.7.10	yat somaṃ yajati tasmāt pratīcyo 'py āpo bahvyaḥ syandante saumyā hy āpaḥ
1.7.11	savitāram yajati
1.7.12	yat savitāraṃ yajati tasmād uttarataḥ paścād ayam bhūyiṣṭham pavamānaḥ pavate savitṛprasūto hy eṣa etat pavate
1.7.13	uttamām aditiṃ yajati
1.7.14	yad uttamām aditiṃ yajati tasmād asāv imāṃ vṛṣṭyābhyunatty abhijighrati
1.7.15	pañca devatā yajati pāṅkto yajñaḥ sarvā diśaḥ kalpante kalpate yajño 'pi
1.7.16	tasyai janatāyai kalpate yatraivaṃ vidvān hotā bhavati
1.8.1	yas tejo brahmavarcasam icchet prayājāhutibhiḥ prāṅ sa iyāt tejo vai brahmavarcasam prācī dik
1.8.2	tejasvī brahmavarcasī bhavati ya evaṃ vidvān prāṅ eti
1.8.3	yo 'nnādyam icchet prayājāhutibhir dakṣiṇā sa iyād annādo vā eṣo 'nnapatir yad agniḥ
1.8.4	annādo 'nnapatir bhavaty aśnute prajayānnādyaṃ ya evaṃ vidvān dakṣiṇaiti
1.8.5	yaḥ paśūn icchet prayājāhutibhiḥ pratyaṅ sa iyāt paśavo vā ete yad āpaḥ
1.8.6	paśumān bhavati ya evaṃ vidvān pratyaṅṅ eti
1.8.7	yaḥ somapītham icchet prayājāhutibhir udaṅ sa iyād uttarā ha vai somo rājā
1.8.8	pra somapītham āpnoti ya evaṃ vidvān udaṅṅ eti
1.8.9	svargyaivordhvā dik sarvāsu dikṣu rādhnoti
1.8.10	samyañco vā ime lokāḥ samyañco 'smā ime lokāḥ śriyai dīdyati ya evaṃ veda
1.8.11	pathyāṃ yajati yat pathyāṃ yajati vācam eva tad yajñamukhe saṃbharati
1.8.12	prāṇāpānāv agnīṣomau prasavāya savitā pratiṣṭhityā aditiḥ
1.8.13	pathyām eva yajati yat pathyām eva yajati vācaiva tad yajñam panthām apinayati
1.8.14	cakṣuṣī evāgnīṣomau prasavāya savitā pratiṣṭhityā aditiḥ
1.8.15	cakṣuṣā vai devā yajñam prājānaṃś cakṣuṣā vā etat prajñāyate yad aprajñeyaṃ tasmād api mugdhaś caritvā yadaivānuṣṭhyā cakṣuṣā prajānāty atha prajānāti
1.8.16	yad vai tad devā yajñam prājānann asyāṃ vāva tat prājānann asyāṃ samabharann asyai vai yajñas tāyate 'syai kriyate 'syai saṃbhriyata iyaṃ hy aditis tad uttamām aditiṃ yajati yad uttamām aditiṃ yajati yajñasya prajñātyai svargasya lokasyānukhyātyai
1.9.1	devaviśaḥ kalpayitavyā ity āhus tāḥ kalpamānā anu manuṣyaviśaḥ kalpanta iti sarvā viśaḥ kalpante kalpate yajño 'pi
1.9.2	tasyai janatāyai kalpate yatraivaṃ vidvān hotā bhavati
1.9.3	svasti naḥ pathyāsu dhanvasv ity anvāha
1.9.4	svasty apsu vṛjane svarvati svasti naḥ putrakṛtheṣu yoniṣu svasti rāye maruto dadhātaneti
1.9.5	maruto vai devānāṃ viśas tā evaitad yajñamukhe 'cīkḷpat
1.9.6	sarvaiś chandobhir yajed ity āhuḥ sarvair vai chandobhir iṣṭvā devāḥ svargaṃ lokam ajayaṃs tathaivaitad yajamānaḥ sarvaiś chandobhir iṣṭvā svargaṃ lokaṃ jayati
1.9.7	svasti naḥ pathyāsu dhanvasu svastir iddhi prapathe śreṣṭheti pathyāyāḥ svastes triṣṭubhāv agne naya supathā rāye asmān ā devānām api panthām aganmety agnes triṣṭubhau tvaṃ soma pra cikito manīṣā yā te dhāmāni divi yā pṛthivyām iti somasya triṣṭubhāv ā viśvadevaṃ satpatiṃ ya imā viśvā jātānīti savitur gāyatryau sutrāmāṇam pṛthivīṃ dyām anehasam mahīm ū ṣu mātaraṃ suvratānām ity aditer jagatyau
1.9.8	etāni vāva sarvāṇi chandāṃsi gāyatraṃ traiṣṭubhaṃ jāgatam anv anyāny etāni hi yajñe pratamām iva kriyante
1.9.9	etair ha vā asya chandobhir yajataḥ sarvaiś chandobhir iṣṭam bhavati ya evaṃ veda
1.10.1	tā vā etāḥ pravatyo netṛmatyaḥ pathimatyaḥ svastimatya etasya haviṣo yājyānuvākyā etābhir vā iṣṭvā devāḥ svargaṃ lokam ajayaṃs tathaivaitad yajamāna etābhir iṣṭvā svargaṃ lokaṃ jayati
1.10.2	tāsu padam asti svasti rāye maruto dadhātaneti maruto ha vai devaviśo 'ntarikṣabhājanās tebhyo ha yo 'nivedya svargaṃ lokam etīśvarā hainaṃ ni vā roddhor vi vā mathitoḥ sa yad āha svasti rāye maruto dadhātaneti tam marudbhyo devaviḍbhyo yajamānaṃ nivedayati na ha vā enam maruto devaviśaḥ svargaṃ lokaṃ yantaṃ nirundhate na vimathnate
1.10.3	svasti hainam atyarjanti svargaṃ lokam abhi ya evaṃ veda
1.10.4	virājāv etasya haviṣaḥ sviṣṭakṛtaḥ saṃyājye syātāṃ ye trayastriṃśadakṣare
1.10.5	sed agnir agnīṃr aty astv anyān sed agnir yo vanuṣyato nipātīty ete
1.10.6	virāḍbhyāṃ vā iṣṭvā devāḥ svargaṃ lokam ajayaṃs tathaivaitad yajamāno virāḍbhyām iṣṭvā svargaṃ lokaṃ jayati
1.10.7	te trayastriṃśadakṣare bhavatas trayastriṃśad vai devā aṣṭau vasava ekādaśa rudrā dvādaśādityāḥ prajāpatiś ca vaṣaṭkāraś ca tat prathame yajñamukhe devatā akṣarabhājaḥ karoty akṣareṇākṣareṇaiva tad devatām prīṇāti devapātreṇaiva tad devatās tarpayati
1.11.1	prayājavad ananuyājaṃ kartavyam prāyaṇīyam ity āhur hīnam iva vā etad īṅkhitam iva yat prāyaṇīyasyānuyājā iti
1.11.2	tat tan nādṛtyam
1.11.3	prayājavad evānuyājavat kartavyam prāṇā vai prayājāḥ prajānuyājā yat prayājān antariyāt prāṇāṃs tad yajamānasyāntariyād yad anuyājān antariyāt prajāṃ tad yajamānasyāntariyāt
1.11.4	tasmāt prayājavad evānuyājavat kartavyam
1.11.5	patnīr na saṃyājayet saṃsthitayajur na juhuyāt
1.11.6	tāvataiva yajño 'saṃsthitaḥ
1.11.7	prāyaṇīyasya niṣkāsaṃ nidadhyāt tam udayanīyenābhinirvaped yajñasya saṃtatyai yajñasyāvyavachedāya
1.11.8	atho khalu yasyām eva sthālyām prāyaṇīyaṃ nirvapet tasyām udayanīyaṃ nirvapet tāvataiva yajñaḥ saṃtato 'vyavachinno bhavati
1.11.9	amuṣmin vā etena loke rādhnuvanti nāsminn ity āhur yat prāyaṇīyam iti prāyaṇīyam iti nirvapanti prāyaṇīyam iti caranti prayanty evāsmāl lokād yajamānā iti
1.11.10	avidyayaiva tad āhur vyatiṣajed yājyānuvākyāḥ
1.11.11	yāḥ prāyaṇīyasya puronuvākyās tā udayanīyasya yājyāḥ kuryād yā udayanīyasya puronuvākyās tāḥ prāyaṇīyasya yājyāḥ kuryāt tad vyatiṣajaty ubhayor lokayor ṛddhyā ubhayor lokayoḥ pratiṣṭhityā ubhayor lokayor ṛdhnoty ubhayor lokayoḥ pratitiṣṭhati
1.11.12	pratitiṣṭhati ya evaṃ veda
1.11.13	ādityaś caruḥ prāyaṇīyo bhavaty āditya udayanīyo yajñasya dhṛtyai yajñasya barsanaddhyai yajñasyāprasraṃsāya
1.11.14	tad yathaivāda iti ha smāha tejanyā ubhayato 'ntayor aprasraṃsāya barsau nahyaty evam evaitad yajñasyobhayato 'ntayor aprasraṃsāya barsau nahyati yad ādityaś caruḥ prāyaṇīyo bhavaty āditya udayanīyaḥ
1.11.15	pathyayaivetaḥ svastyā prayanti pathyāṃ svastim abhy udyanti svasty evetaḥ prayanti svasty udyanti svasty udyanti
1.12.1	prācyāṃ vai diśi devāḥ somaṃ rājānam akrīṇaṃs tasmāt prācyāṃ diśi krīyate
1.12.2	taṃ trayodaśān māsād akrīṇaṃs tasmāt trayodaśo māso nānuvidyate na vai somavikrayy anuvidyate pāpo hi somavikrayī
1.12.3	tasya krītasya manuṣyān abhy upāvartamānasya diśo vīryāṇīndriyāṇi vyudasīdaṃs tāny ekayarcāvārurutsanta tāni nāśaknuvaṃs tāni dvābhyāṃ tāni tisṛbhis tāni catasṛbhis tāni pañcabhis tāni ṣaḍbhis tāni saptabhir naivāvārundhata tāny aṣṭābhir avārundhatāṣṭābhir āśnuvata yad aṣṭābhir avārundhatāṣṭābhir āśnuvata tad aṣṭānām aṣṭatvam
1.12.4	aśnute yad yat kāmayate ya evaṃ veda
1.12.5	tasmād eteṣu karmasv aṣṭāvaṣṭāv anūcyanta indriyāṇāṃ vīryāṇām avaruddhyai
1.13.1	somāya krītāya prohyamāṇāyānubrūhīty āhādhvaryuḥ
1.13.2	bhadrād abhi śreyaḥ prehīty anvāha
1.13.3	ayaṃ vāva loko bhadras tasmād asāv eva lokaḥ śreyān svargam eva tallokaṃ yajamānaṃ gamayati
1.13.4	bṛhaspatiḥ puraetā te astv iti brahma vai bṛhaspatir brahmaivāsmā etat purogavam akaḥ na vai brahmaṇvad riṣyati
1.13.5	athem ava sya vara ā pṛthivyā iti devayajanaṃ vai varam pṛthivyai devayajana evainaṃ tad avasāyayaty āre śatrūn kṛṇuhi sarvavīra iti dviṣantam evāsmai tatpāpmānam bhrātṛvyam apabādhate 'dharam pādayati
1.13.6	soma yās te mayobhuva iti tṛcaṃ saumyaṃ gāyatram anvāha some rājani prohyamāṇe svayaivainaṃ tad devatayā svena chandasā samardhayati
1.13.7	sarve nandanti yaśasāgatenety anvāha
1.13.8	yaśo vai somo rājā sarvo ha vā etena krīyamāṇena nandati yaś ca yajñe lapsyamāno bhavati yaś ca na
1.13.9	sabhāsāhena sakhyā sakhāya ity eṣa vai brāhmaṇānāṃ sabhāsāhaḥ sakhā yat somo rājā
1.13.10	kilbiṣaspṛd ity eṣa u eva kilbiṣaspṛt
1.13.11	yo vai bhavati yaḥ śreṣṭhatām aśnute sa kilbiṣam bhavati
1.13.12	tasmād āhur mānuvoco mā pracārīḥ kilbiṣaṃ nu mā yātayann iti
1.13.13	pituṣaṇir ity annaṃ vai pitu dakṣiṇā vai pitu tām enena sanoty annasanim evainaṃ tat karoti
1.13.14	araṃ hito bhavati vājināyetīndriyaṃ vai vīryaṃ vājinam
1.13.15	ājarasaṃ hāsmai vājinaṃ nāpacchidyate ya evaṃ veda
1.13.16	āgan deva ity anvāha
1.13.17	āgato hi sa tarhi bhavati
1.13.18	ṛtubhir vardhatu kṣayam ity ṛtavo vai somasya rājño rājabhrātaro yathā manuṣyasya tair evainaṃ tat sahāgamayati
1.13.19	dadhātu naḥ savitā suprajām iṣam ity āśiṣam āśāste
1.13.20	sa naḥ kṣapābhir ahabhiś ca jinvatv ity ahāni vā ahāni rātrayaḥ kṣapā ahorātrair evāsmā etām āśiṣam āśāste prajāvantaṃ rayim asme sam invatv ity āśiṣam evāśāste
1.13.21	yā te dhāmāni haviṣā yajantīty anvāha
1.13.22	tā te viśvā paribhūr astu yajñaṃ
1.13.23	gayasphānaḥ prataraṇaḥ suvīra iti gavāṃ naḥ sphāvayitā pratārayitaidhīty eva tad āha
1.13.24	avīrahā pra carā soma duryān iti gṛhā vai duryā bibhyati vai somād rājña āyato yajamānasya gṛhāḥ sa yad etām anvāha śāntyaivainaṃ tacchamayati so 'sya śānto na prajāṃ na paśūn hinasti
1.13.25	imāṃ dhiyaṃ śikṣamāṇasya deveti vāruṇyā paridadhāti
1.13.26	varuṇadevatyo vā eṣa tāvad yāvad upanaddho yāvat pariśritāni prapadyate svayaivainaṃ tad devatayā svena chandasā samardhayati
1.13.27	śikṣamāṇasya deveti śikṣate vā eṣa yo yajate
1.13.28	kratuṃ dakṣaṃ varuṇa saṃ śiśādhīti vīryam prajñānaṃ varuṇa saṃ śiśādhīty eva tad āha
1.13.29	yayāti viśvā duritā tarema sutarmāṇam adhi nāvaṃ ruhemeti yajño vai sutarmā nauḥ kṛṣṇājinaṃ vai sutarmā naur vāg vai sutarmā naur vācam eva tad āruhya tayā svargaṃ lokam abhi saṃtarati
1.13.30	tā etā aṣṭāvanvāha rūpasamṛddhāḥ
1.13.31	etad vai yajñasya samṛddhaṃ yad rūpasamṛddhaṃ yat karma kriyamāṇam ṛg abhivadati
1.13.32	tāsāṃ triḥ prathamām anvāha trir uttamām
1.13.33	tā dvādaśa sampadyante dvādaśa vai māsāḥ saṃvatsaraḥ saṃvatsaraḥ prajāpatiḥ
1.13.34	prajāpatyāyatanābhir evābhī rādhnoti ya evaṃ veda
1.13.35	triḥ prathamāṃ trir uttamām anvāha yajñasyaiva tad barsau nahyati sthemne balāyāvisraṃsāya
1.14.1	anyataro 'naḍvān yuktaḥ syād anyataro vimukto 'tha rājānam upāvahareyuḥ
1.14.2	yad ubhayor vimuktayor upāvahareyuḥ pitṛdevatyaṃ rājānaṃ kuryuḥ
1.14.3	yad yuktayor ayogakṣemaḥ prajā vindet tāḥ prajāḥ pariplaveran
1.14.4	yo 'naḍvān vimuktas tacchālāsadām prajānāṃ rūpaṃ yo yuktas tac cakriyāṇāṃ te ye yukte 'nye vimukte 'nya upāvaharanty ubhāveva te kṣemayogau kalpayanti
1.14.5	devāsurā vā eṣu lokeṣu samayatanta ta etasyām prācyāṃ diśy ayatanta tāṃs tato 'surā ajayaṃs te dakṣiṇasyāṃ diśy ayatanta tāṃs tato 'surā ajayaṃs te pratīcyāṃ diśy ayatanta tāṃs tato 'surā ajayaṃs ta udīcyāṃ diśy ayatanta tāṃs tato 'surā ajayaṃs ta udīcyām prācyāṃ diśy ayatanta te tato na parājayanta saiṣā dig aparājitā tasmād etasyāṃ diśi yateta vā yātayed veśvaro hānṛṇākartoḥ
1.14.6	te devā abruvann arājatayā vai no jayanti rājānaṃ karavāmahā iti tatheti te somaṃ rājānam akurvaṃs te somena rājnā sarvā diśo 'jayann eṣa vai somarājā yo yajate prāci tiṣṭhaty ādadhati tena prācīṃ diśaṃ jayati taṃ dakṣiṇā parivahanti tena dakṣiṇāṃ diśaṃ jayati tam pratyañcam āvartayanti tena pratīcīṃ diśaṃ jayati tam udīcas tiṣṭhata upāvaharanti tenodīcīṃ diśaṃ jayati
1.14.7	somena rājñā sarvā diśo jayati ya evaṃ veda
1.15.1	havir ātithyaṃ nirupyate some rājany āgate
1.15.2	somo vai rājā yajamānasya gṛhān āgacchati tasmā etaddhavir ātithyaṃ nirupyate tad ātithyasyātithyatvam
1.15.3	navakapālo bhavati nava vai prāṇāḥ prāṇānāṃ kḷptyai prāṇānām pratiprajñātyai
1.15.4	vaiṣṇavo bhavati viṣṇur vai yajñaḥ svayaivainaṃ tad devatayā svena chandasā samardhayati
1.15.5	sarvāṇi vāva chandāṃsi ca pṛṣṭhāni ca somaṃ rājānaṃ krītam anv āyanti yāvantaḥ khalu vai rājānam anuyanti tebhyaḥ sarvebhya ātithyaṃ kriyate
1.15.6	agnim manthanti some rājany āgate tad yathaivādo manuṣyarāja āgate 'nyasmin vārhaty ukṣāṇaṃ vā vehataṃ vā kṣadanta evam evāsmā etat kṣadante yad agnim manthanty agnir hi devānām paśuḥ
1.16.1	agnaye mathyamānāyānubrūhīty āhādhvaryuḥ
1.16.2	abhi tvā devā savitar iti sāvitrīm anvāha
1.16.3	tad āhur yad agnaye mathyamānāyānu vācāhātha kasmāt sāvitrīm anvāheti
1.16.4	savitā vai prasavānām īśe savitṛprasūtā evainaṃ tan manthanti tasmāt sāvitrīm anvāha
1.16.5	mahī dyauḥ pṛthivī ca na iti dyāvāpṛthivīyām anvāha
1.16.6	tad āhur yad agnaye mathyamānāyānu vācāhātha kasmād dyāvāpṛthivīyām anvāheti dyāvāpṛthivībhyāṃ vā etaṃ jātaṃ devāḥ paryagṛhṇaṃs tābhyām evādyāpi parigṛhītas tasmād dyāvāpṛthivīyām anvāha
1.16.7	tvām agne puṣkarād adhīti tṛcam āgneyaṃ gāyatram anvāhāgnau mathyamāne svayaivainaṃ tad devatayā svena chandasā samardhayati
1.16.8	atharvā nir amanthateti rūpasamṛddhaṃ etad vai yajñasya samṛddhaṃ yad rūpasamṛddhaṃ yat karma kriyamāṇam ṛg abhivadati
1.16.9	sa yadi na jāyeta yadi ciraṃ jāyeta rākṣoghnyo gāyatryo 'nūcyāḥ
1.16.10	agne haṃsi ny atriṇam ity etāḥ
1.16.11	rakṣasām apahatyai
1.16.12	rakṣāṃsi vā enaṃ tarhy ālabhante yarhi na jāyate yarhi ciraṃ jāyate
1.16.13	sa yady ekasyām evānūktāyāṃ jāyeta yadi dvayor atho ta bruvantu jantava iti jātāya jātavatīm abhirūpām anubrūyāt
1.16.14	yad yajñe 'bhirūpaṃ tat samṛddham
1.16.15	ā yaṃ haste na khādinam iti
