1.1.1	We shall explain the sacrifice.
1.3.1	The rites of the sacrifice are performed clockwise, either to the east or to the north.
1.3.2	One does not avoid oneself or others with the parts of the sacrifice.
1.3.3	One does no not deviate from the ritual.
1.3.4	The internal parts of the sacrifice are the organs, the external are the performers.
1.3.5	One performs the rites for the ancestors with the sacred thread hanging down on the left shoulder.
1.3.6	With the sacred thread hanging over the right shoulder, one performs the rites of the Darśa-Pūrṇamāsa and Agnihotra.
1.3.7	There is no restriction in other cases.
1.3.8	The principal rites are performed at one time, because of the connection with the injunctions.
1.3.9	The rites that are capable of being performed are the principal ones, those that are incapable of being performed are subordinate and are repeated.
1.3.10	In different times, they are separate.
1.3.11	The time of the principal is the time of the limbs, the place is the place of the limbs, and the performer is the performer of the limbs.
1.3.12	The vessels are to be held from the time of installation till life.
1.3.13	Their consecration is repeated for each Veda.
1.3.14	Both Darśa and Pūrṇamāsa are desired by all.
1.3.15	They have the same procedure.
1.3.16	They are distinguished by the injunction.
1.3.17	One should offer sacrifices to them for as long as one lives, or for thirty years.
1.3.18	In a single rite, one should desire all desires. In the case of separate rites, one should desire each one.
1.3.19	The full moon is the first, the new moon is the second.
1.3.20	One should offer sacrifices to the full moon on the full moon day, and to the new moon on the new moon day.
1.3.21	The Agniya-offering on eight potsherds, the Upāṁśuyāja, the Agnisomiya offering to Agni and Soma, the Vaishvadeva, the Prajapatya, the Agnisomiya offering to Agni and Somai on eleven potsherds are the principal offerings at the Full-moon sacrifice.
1.3.22	Some say that there is no Soma-sacrifice for the Brāhmaṇa, and that there is no Agni-Soma cake for him. The Agni-Soma cake is offered on the new-moon day, either with eight or eleven or twelve potsherds. The Agni-soma cake is offered on a day when the moon is not visible.
1.3.23	Other offerings are subsidiary to this.
1.3.24	One should observe fast on the preceding day of the full-moon.
1.3.25	Or on the day when the moon becomes full.
1.3.26	The first new moon.
1.3.27	The day on which it is not seen.
1.4.1	Having offered the Agnihotra in the morning, having taken up the Agnihotra-vessel, having taken it up when the sun has risen, he places the Garhapatya with the verse, "O Agni, may I have brilliance" and the Dakshina Agni with the next verse.
1.4.2	All (the fires) with the last verse.
1.4.3	The remaining meanings are optional.
1.4.4	Some say that one consecrates with the Vyāhṛtis.
1.4.5	I take Agni, the swift-moving one, who is the same as the rising sun, the supreme light of lights, for the sacrifice tomorrow, for the deities. The Vasus, Rudras, and Adityas, together with Indra, the deities, I take them first in my own abode with my mind. These deities who have entered this fifteenfold energy, I take them before, Agni, the bearer of oblations, may he bring them here. This full-moon offering is for them, may it be mine. This new-moon offering is... This is for them, Translation: I take Agni, who moves swiftly, who is the rising sun, who is the supreme light of the lights, for the sacrificial tomorrow, for the gods. The Vasus and Rudras, the Adityas, and Indra, the gods, I take them all first in my own dwelling with my mind. The animals have come to the assembly of the gods, I first take them in my own dwelling, with my mind. May the animals of all forms enjoy Agni, the householder, dwelling together. I take them first, in my own dwelling. May the animals, of all forms, enjoy Agni, the household fire, dwelling together. May the animals enjoy Agni, the house-fire, dwelling together. The southern fire, the eternal one, may the guardians of the assembly kindle you, O Agni, for victory, for a hundred autumns. May the assembly, the food, be brought in, for a hundred years. May the serpent, the support, restrain the mantra. The house-fire.
1.4.6	Thus the Vaitanas.
1.4.7	He takes a branch of Palasa or of Sami,
1.4.8	facing east, north, or northeast, with many leaves, and not dried at the tip.
1.4.9	If he wishes, "Let him be without cattle," he should give him one with no leaves, and dried at the tip;
1.4.10	if he wishes, "May he have cattle," he should offer him one with many leaves, with many branches, and not dried.
1.4.11	He cuts the branch with the formula, "For thee, O Iṣa!" He bends it with the formula, “For thee, O Urja!” He rubs it along.
1.4.12	He brings it with the formula "I bring this branch of Iṣa and Urja, facing east and west, having many leaves, not dry at the tip, for the protection of cattle."
1.4.13	With the formula, "You are Vāyu," he removes the calves with it.
1.5.1	Or with darbha grass, according to some.
1.5.2	He touches one branch of those who have gone away.
1.5.3	He sends the mothers to the pasture with the words, "The god."
1.5.4	One should identify Indra among the hymns, those who sacrifice to Indra, and Mahendra among those who sacrifice to Mahendra.
1.5.5	He touches a branch of those who are going away.
1.5.6	May the waters, pure, flowing through the good channel, giving a hundred autumns to Indra, may the curse of Rudra protect you. Thus he instructs those who are going.
1.5.7	He turns towards the house of the sacrificer with the verse, "May it be firm here."
1.5.8	"He places the branch of the sacrificial post in front of the fire-chamber or in front of the Agni-sthāna, saying, 'Protect the animals of the sacrificer.' Some say, 'He places the branch facing east behind and facing west in front.'
1.5.9	"He gives the horse-shaped axe, saying, 'For the god thee.'
1.5.10	"He stands by the Gārhapatya, saying, "Thou art the sound of the sacrifice."
1.5.11	He says, "It is repelled," while performing the Niṣṭapana rite on the Āhavaniya or Gārhapatya fire.
1.5.12	"He has gone to the heaven, go to the heaven," having gone in the eastern or northern direction from either of the two fires, he brings a darbha-grass-made sacrificial grass from somewhere.
1.5.13	"This is the shrine of Vishnu" (he says) while releasing one stalk for those who are desirous of it. "This is the gift of Indra" (he says), while releasing another. "This is for the gods" (he says).
1.5.14	He releases all of it.
1.5.15	Or, "I am releasing your share for the animals" (he says while releasing one or two blades of grass) for the one being released.
1.5.16-17	This is the share of the gods, this is the share of cattle, this is the released share of cattle. With the impulse of the god Savitr, with the arms of the Asvins, with the hands of Pusan, I lay down the sacrificial grass, the abode of the gods. He approaches the Visakha (blades).
1.5.18	"For the gods, for the gods with upward-strewn grass," he strews upward.
1.5.19	"May the gods' grass not be on me, not across me," he places it down. "May it not be below, may it not be above. May I prosper."
1.6.1	"Having recited, 'The plants that have been born, for the gods, three times in the past, may we prosper with their fruits, bringing the covering grass.'
1.6.2	He cuts it, saying, "May he who cuts you not be harmed."
1.6.3	He gives a fist with nails.
1.6.4	That is the sacrificial grass.
1.6.5	The ladle is the size of a stick or the size of a palm.
1.6.6	He gives the others in the same way.
1.6.7	Whatever is left over from the scraping and pouring.
1.6.8	Having scraped everything properly,
1.6.9	"May the divine grass grow a hundred times," he touches the grass.
1.6.10	"May we grow a thousand times," he touches himself.
1.6.11	He either loosens the knots of the odd or even (fingers) or the knots of the fingers.
1.6.12	"May you be the grass of Aditi," he encircles the grass with the blade.
1.6.13	He places the womb of life, reciting the mantra in each element, in the three-element or five-element womb.
1.6.14	He places the gold with the tip facing east or north, reciting the mantra, "Protect the earth's union."
1.6.15	"May the limited ones be for the unlimited, may the limited ones be well-prepared for the unlimited. May they not go to me. May I not rise again. May there be many. Having recited this, he says, 'You are well-prepared, you are well-gathered.' He gathers the sacrificial grass in the upper chamber.
1.6.16	'The womb is not destroyed,' he says, placing the sacrificial grass in an upper chamber.
1.6.17	"He binds with the formula, "To Indra-Indrani, the armour." Having bound, he makes a knot to the right with the formula, "Pusha is yours."
1.6.18	With the formula, "He is yours," he draws it forward or backward.
1.6.19	With the formula "The waters, the Asvins, the seven sages have purified you, the grass is the banner of the sun, the emblem of the dawn, I am taking up," he takes it up.
1.6.20	"With Indra's arms I raise you up" - he raises it up.
1.6.21	"With Brihaspati's" - having placed it on the head, he carries it away.
1.6.22	The two going ones are the two coming ones.
1.6.23	"You have sat down in Aditi's seat" - he places it inside the altar, in the direction of the boundary, below.
1.6.24	"You are the way to the gods" - he recites over the one near.
1.6.25	He places it on the Garhapatya place with the verse, "I place thee on the back of Aditi."
1.7.1	He arranges the kindling wood of Palasa, Khadira and Vaikavishati trees.
1.7.2	There are fifteen kindling woods for the Sāmidhenī verses.
1.7.3	There are three enclosing sticks of undetermined trees with bark.
1.7.4-7	They become moist, it is known, because they are tender. They become dry, it is known for the sake of purity. The longest, the middle, the shortest, the longest, the southernmost, the shortest, and the shortest, the northernmost. Two are the Āghāra-kindling woods. One is the Anūyāj-kindling wood. Twenty-one is the Ekavimśa-kindling wood.
1.7.8	Having made a lump of grass, whether with or without roots, with the tip towards the east or the north, he places it.
1.7.9	When Krishna, assuming the form of a tree, entered the trees, then I collect you in twenty-one ways, well collected. The three enclosing sticks, the three kindling woods, the life of the sacrifice, the wandering ones, the garment, the ladle, and the strength, I collect, well collected. He collects the wood of the sacrificial post.
1.7.10	Krishna is the best of all, O God, he girds himself with the girdle.
1.7.11	Having girded himself with the girdle, he makes a right-handed knot and then places it in the same way as on the sacrificial grass.
1.7.12	Having placed it in the opposite direction.
1.7.13	With the same mantra.
1.7.14	He places it together with the sacrificial grass.
1.7.15	"Thou art the Veda, by which thou knowest the gods, and the Veda became for the gods. By that may the Veda be for me." He makes the Veda of the Darbha grass.
1.7.16	The calf-bearing, the work of the mother, the work of a row, or the Trivrit.
1.7.17	The Vatsajñu is for one desiring cattle, the Mūtakarman is for one desiring food, the Paṅkti is for one desiring offspring, the Trivṛt is for one desiring Brahmic glory, and the Trivṛtshiras is for one desiring the head.
1.7.18	He places them in a corner of the grass.
1.7.19	He places the wood-scraping and the Veda-scraping together.
1.8.1	Having scraped the leaves of the branch within the altar, he scrapes all the roots.
1.8.2-3	You are the Upavesha (the covering). I have placed you as the Parivesha (the covering around). Making the oblation for Indra, you become auspicious and bright. Thus he makes the Upavesha. On that (grass) he makes a filter of three-leaved Darbha grass, without holes.
1.8.4	The Darbha grass is three-leaved, the size of a span. It is the most purifying, the most nourishing, the most sacred at the sacrifice. May it make the oblation of milk. At the root, he places the root, not making a knot at the tip.
1.8.5	"It is the purifying of the Vasus, having a hundred streams."
1.8.6	After offering the Agnihotra in the evening,
1.8.7	Having washed the Saṁnāyya vessels in pairs, he places them in a sloping position.
1.8.8	The fire-place, the sacrificial ladle, the pot, the twigs for purifying, the strainer, the vessel for straining, the vessel for pouring, the vessel for churning, the vessel of iron or wood, and the vessel for keeping the twigs.
1.8.9	He makes two Darbha grass, not cut at the tip, of the size of a span, the purifying (grass).
1.8.10	"He cuts down the grass or wood, covering it with the words, "You are the purifying (grass), you are the purifying (wood). May Vayu, the wind, purify you with the mind."
1.8.11	"These two, Prāṇāpāna, are the limbs of the sacrifice, flowing everywhere, purifying, purifying the oblation." Having recited this,
1.8.12	he sprinkles with water, saying, "You are purified by Vishnu's mind."
1.8.13	Having brought water into the Agnihotra vessel covered with a strainer,
1.8.14	The deity indeed is the last. He sprinkles three times with the two Pavitras, with the Gayatri verses, the first one facing the east.
1.8.15	He recites the Anumantrana verse, "O divine waters, you are pure."
1.9.1	"O divine waters, be pure. Purify the vessels for the sake of the afflicted. The leaves and bark of the gods purify."
1.9.2	"Purify yourselves!" He sprinkles the vessels, all of them, three times, with the formula, "May the instruments of the divine sacrifice be purified for the sake of the divine act. Purify yourselves. Whatever you have been defiled by, may that be purified by this."
1.9.3-4	These (cows) are grazing, giving sweet milk, full of offspring, of various forms, of fame. May Indra here delight in the cows, as they are born, many, coming (to us). Taking up the halter, he says, "You are firm."
1.9.5	Having placed the embers from the Garhapatya fire towards the north, he says, "We hate him who is born of the womb and is a source of fear; may you all resort to the well-being."
1.9.6	On them he places the pot with the formula, "O Matarisvan."
1.9.7	"I place the yoke for the non-leakage of the sacrifice. May it hold the cooked food brought with the animals. Cooked for Indra."
1.9.8	"May you be heated by the coals of the austerities of the Bhrigus and Angiras."
1.9.9	"He instructs, 'Tell me what has been entrusted to you.'"
1.9.10	"He places the branch-purifier, with the tip facing east, in the pot, saying, 'You are the purifier of the Vasus, with a thousand streams.'
1.9.11	He instructs, 'Control your speech and remain holding it.'
1.9.12	"He takes up the rope with the words, 'Thou art the rope of Aditi.'
1.10.1	'Thou art the thirty-third of the threads, thou art taken with the purifying (thread). This is the auspicious rope, the rope of the non-slayer, for the worshipper.' Or, 'Thou art taken with the purifier.'
1.10.2	'Thou are Pūṣan,' he says to the calf.
1.10.3	He recites the following verse to the running (calf):
1.10.4	"Do not go between the resting place and the cow, lest you should go between them." He instructs thus. One should not go between the cow being milked and the resting place.
1.10.5	If it were to be lost, one should say, "Do not let the Saṁnāyya be lost."
1.10.6	"The nourishing milk, the ghee, and the life, the living ones, the life-giving ones, your gift is near." To the cow being milched.
1.10.7	May heaven and earth, together with the wind, and Vāyu, with Soma, bestow wealth on the sacrificer. They milk the Utsa (Soma) while being milked, the pot with four corners, the goddess Idā, full of honey, and knowing the heaven. May Indra and Agni delight in it, and may it lead the sacrificer to immortality. He recites the Dhārāghosa mantra.
1.10.8	The milker takes it.
1.10.9	He asks him, "The one who milks for a purpose, tell me.
1.10.10	Which one is the one on which the milk of the gods and men is placed?" The milker tells him, "This one."
1.10.11	She is called "the one with universal life."
1.10.12	May the god Savitar purify you with the purifying filter of Vasu, with the hundred streams, with the well-purified. He brings it to the pot.
1.10.13	Whatever is left over after the command, with that he milks the second and third time.
1.10.14	The second (cow) is called 'having all the worlds', the third is called 'having the whole work'.
1.10.15	Having milked three times, he commands three times: "May the milk be increased for Indra and the gods, for the calves and men. May it be fit for milking again."
1.10.16	Having given the command, he releases the cow without following her.
1.11.1	The northern one milks silently.
1.11.2	When all have been milked, he recites the verse, "The milk is poured out, the little bit is poured out."
1.11.3	"May heaven and earth protect this sacrifice."
1.11.4	Having washed the milking vessel, he brings it to the pot.
1.11.5	Having cooked, he pours clarified butter silently.
1.11.6	"Firm the cows, firm the lord of cows, may not the lord of sacrifice injure you." He moves it towards the east or towards the north or towards the east and north, as if drawing it.
1.11.7	The milk that is milked on the previous day, the curd, the oblation, the covering, is for one, two or three days, the milk that is continuously milked for one, two, or three days, is from the day of fasting.
1.11.8	"I am stretching thee with Soma." Having thus made the cold (Soma) firm, he stretches it. "I am stretching thy portion of Indra with Soma." Or, "I am stretching thine own portion of Indra with the Soma."
1.11.9	With rice, leaves, bark, Kvala, Badara, or Putika.
1.11.10	He brings the remnant of the Agnihotra silently, saying, "Thou art the continuity of the sacrifice. I am following the continuity of the sacrificer."
1.11.11	"O waters, be awake in the oblations, as ye are awake in the gods. Thus be ye awake in this sacrifice for the sacrificer who is awake." With this he pours water into the vessel meant for covering (the oblations). "Thou art the cover. I cover thee for Vishnu, for the sacrifice. With the vessel full of water, those that are purified, do ye cover." With this he covers.
1.11.12	If it is made of clay, he should pierce it with grass or wood.
1.11.13	"These two, leaves and darbha grass, are the purifiers of the offerings to the gods. Protect the offering, O Vishnu, who guards in the morning." Having released the branch-purifier, he places it in a known place.
1.11.14	"He places the sacrificial food above the Garhapatya place, saying, "O Vishnu, protect the offering."
1.12.1	Having brought another branch, he releases the calves with that very procedure, with those darbha-blades, for morning milking, as for evening milking.
1.12.2	Having placed the pots, he milks the morning milking. The procedure for that is explained by the evening milking.
1.12.3	I place the yoke of the sacrifice for non-slipping. May the cattle bring the cooked (food) for Indra. The mantra ends here. It is bent down.
1.12.4	He places the twig-purifier with the tip towards the north.
1.12.5	He does not sprinkle.
1.12.6	One who does not offer Soma should not bend down. But the Kapeyas say that one who does not offer soma should bend down.
1.12.7	Having performed the Soma sacrifice to Indra, one should offer a sacrifice to Mahendra.
1.12.8	Or, having performed the Indra sacrifice for two years, one should offer an eight-pot offering to Agni, the lord of vows, and then perform the Mahendra sacrifice as desired.
1.12.9	Ouru, Gautama, Bharadvaja, Shushruva, Gramani, and Rajanya - all of them should perform the Mahendra sacrifices as desired.
1.12.10	"He spreads the grass, saying, 'May the Agni, spread around, bless the sacrificer. May the Agni, spread, bless the sacrificers. May the Agni spread around, bless us. May the Agni be spread around for us.' He says, 'May the juice of water and plants, the golden coins, be the wish-yielding cows of the sacrificer here and in the other world.'
1.12.11	He spreads the fires with darbha grass.
1.12.12	Having spread the Ahavaniya fire, he spreads the Garhapatya fire, then the Dakshina Agni. Or having spread the Garhapaty fire, he spreads Dakshina Agni, then the Ahavaniya.
1.12.13	They are spread with the tips towards the north, towards the west and towards the east.
1.12.14	Having done this, he observes fast on the day of the new moon.
1.12.15	But on the day of full moon.
1.12.16	On the previous day, the kindling of the fire and the spreading of the fire are done.
1.12.17	The Veda-recitation and the Agnihotra-oblation are performed on the next day.
1.12.18	Or on the same day.
1.12.19	Everything is done on the same day
1.13.1	The Veda-recitation is performed after the Paristara-rite on the same day,
1.13.2	After performing the Agnihotra-offering in the morning, and when the sun has risen, one commences the rites of the Full Moon on the day before the rising of the moon.
1.13.3	Having washed the hands, one says, "For your deeds."
1.13.4	You are the continuity of the sacrifice. For the continuity of the sacrificer I spread you. For the continuity, for the continuity of the continuity of the sacrificial fire, he spreads the Ulaparaji from the Garhapatya silently, from the Ahavaniya silently, from Dakshina silently, from Uttara silently.
1.13.5	He makes the seat of the Brahman and the sacrificer to the south of the Ahavaniya.
1.13.6	The eastern one for the Brahman, the western one for the sacrificer.
1.13.7	Having spread darbha-grass to the north of the Garhapatya fire, having washed the two sets of utensils, he places them in a row.
1.13.8	The wooden sword, the potsherds.
1.13.9	The Agnihotra ladle, the broom.
1.13.10	The black antelope skin, the pestle.
1.13.11	The mortar, the pestle
1.13.12	The sieve, the stones.
1.13.13	The spoons are of the size of an arm or a cubit, with a mouth, having the shape of a swan's mouth, with a point, without a cavity, with the shape of a crow's tail, according to some; with the shape of the hand and lips, according to some.
1.13.14	The vessel for clarified butter, the ladle.
1.13.15	The vessel, the strainer.
1.13.16	The Veda, the vessel for taking the Prasitra.
1.13.17	The vessel of the Idas, the vessel for carrying forward.
1.13.18	One Anvähäryästhäli.
1.13.19	Those which are not mentioned are the trees of Vikankata.
1.13.20	Those which are mentioned are of Varana.
1.13.21	Here, the milking vessels are used in the morning.
1.13.22	He makes the strainer pure.
1.13.23	If they are kept for the next day, they should be kept.
1.13.24	Taking the cup for the Praṇītā offering, he says, "For Dakṣa you."
1.14.1	"He washes it three times with the formula, "Thou art of the wood, be purified for the gods, be purified for gods, be purified."
1.14.2	For one desiring Brahmic glory, he should offer in a bronze vessel; for one desiring food, in a clay vessel.
1.14.3	Having sat down to the north or east of the Garhapatya, he says, "Who takes you? May he take you. To whom do I take you? To him do I take you for nourishment." Having brought water into the vessel covered with the strainer, he says, “I take you with this.” Meditating on the earth mentally.
1.14.4	Having filled the Upabilla,
1.14.5	He sprinkles and recites.
1.14.6	As in the case of the sprinkling pot.
1.14.7	"Those that flow from above, those that flow from below, those that flow everywhere, with those rays and purifying (waters), I begin the sacrifice with faith."
1.14.8	In all the invitations, the permission is given. He does it.
1.14.9-11	He restrains his speech while reciting. He releases it while offering oblations. "Who is your friend? May he be your friend. I, O goddesses, am your friend. May they unite the sacrifice for us." "The goddesses who are drunk, with ghee as their back, are flowing down. They are flowing down for the one who offers a thousandfold nourishment. The one who is restrained by the churning stick, holding them equally with his breath, is pouring them down."
1.14.12	The gods, knowing the way, have found the way. May the sacrifice be joined with the lord of the mind, with the god, with the wind. The sacrifice has been joined with the wind.
1.14.13	Purified by Brahman, who is joining you? May he join you for all desires, for the worship of the gods. Having placed them on the darbha grass to the north of the Ahavaniya, he covers them with darbha grass.
1.14.14	They do not move from their position.
1.14.15	"Let the divine Visas enter," he touches the vessels with the strainer in his hand.
1.15.1	"For Daksha, for the plants," he takes up the Agnihotra ladle. "For the covering," he takes up a broom.
1.15.2	"It is turned back," he says while burning the oblations in the Ahavaniya or Garhapatya.
1.15.3	"I am going to pour out the oblation for the sacrificer," he invites.
1.15.4	When he is going to depart,
1.15.5	he should say, "O Agni, I am going to offer oblations."
1.15.6	When he is going, he should say, "I am following the expanse of heaven."
1.15.7	To the west of the Āhavanīya or the Garhapatya, a yoke with a rope and a cart with a load of rice or barley, either in front or behind,
1.15.8	"You are the yoke," having grasped the right yoke of it,
1.15.9	"Thou art the god of the gods," he murmurs, taking hold of the left end of the yoke.
1.15.10	"May Vishnu press thee," he says, placing the right foot on the left.
1.15.11	"Uninjured," he says, ascending.
1.15.12	"For Mitra thee," he says looking at the covering.
1.15.13	"For wide space," he says, covering the door with the covering.
1.15.14	For Mitra thee," looking at the covering and the cake.
1.15.15	"May you have strength." He touches the Purōdāsha with this.
1.15.16	"May the milk be in me." He touches himself with this.
1.15.17	Having removed grass or a clod of earth, and having touched water,
1.15.18	Having explained the Dashahotar,
1.15.19	Having filled the fist with the verse, "May you be the protector of the five, O Nārātas,"
1.15.20	Having poured into the ladle,
1.15.21	Having withdrawn the Pavitra, he offers four handfuls with the Yajus three times and the fourth silently.
1.15.22	Having offered, he pours down.
1.15.23	With this very procedure, he offers the subsequent Puronuvākyā for each deity.
1.15.24	He offers in a vessel, having placed the wooden sword to the right, and having recited all the Sakatamantra.
1.15.25	"This is for the gods," he says, touching the offerings that have been poured out. "This is for us to bear," he says, from where he pours out.
1.15.26	"For the Sphyati," he says, while touching the offerings that are poured out.
1.15.27	"This I have released from Varuna's noose," he says, taking the cakes and moving around the altar.
1.15.28	"I seek the light," he says.
1.16.1	He looks at the entire sacrifice.
1.16.2	He looks at the Āhavanīya fire with the verse, "The all-consuming fire is the light."
1.16.3	He descends with the verse, “May the roads be firm.”
1.16.4	He recites the verse, "Svāhā to heaven and earth," while placing the scattered (fire-wood). He goes with the verse, "May I follow the heaven and earth."
1.16.5	He places it on the lap of Aditi, either to the east of the Āhavanīyī or to the east of Garhapatya.
1.16.6	In which fire he cooks,
1.16.7	he gives it to the deity with the words, "O Agni, protect the oblation."
1.16.8	Having purified the sprinkling water in a ladle with a handle, as before,
1.16.9	he invites (the Brahman) with the words, “O Brahman, I shall sprinkle."
1.16.10	"With the impulse of the divine Savitr, with the arms of the Asvins, with the hands of Pusan, I sprinkle for you Agni, for the dear one, for the one who is yonder, for the one yonder." He sprinkles three times according to the deity.
1.16.11	One should not sprinkle Agni.
1.16.12	He sprinkles the vessels as before.
1.16.13	"He takes up the black antelope skin, saying, 'You are the speed of the wind,' or 'With the impulse of thee, the divine.'"
1.16.14	"Protect the Avadhūta (i.e. the sacrificial grass)," (with these words) he scatters the grass outside the altar, with its tips pointing upwards, three times.
1.16.15	"You are the skin of Aditi," (with these words), he spreads the grass on the other side of the altar, with the tips pointing towards the east and the grass pointing upwards.
1.16.16	"May the earth support you," (with these) words, he places the burnt offering in front of the altar, pointing towards the west.
1.16.17	"Thou art the pressing stone," (with these words) he places the mortar, without letting go the skin of black antelope.
1.16.18	"Thou art the body of Agni," (with these) words he pours the oblation into the mortar three times with the formula, and once silently.
1.16.19	"Thou are the mountain, belonging to the forest," (with these
1.17.1	He takes up the pestle.
1.17.2	"Thou art the upward-going Sun, the lord of plants." Thus he strikes thrice, saying, "I slay the foe of heaven." "The demons are struck down, the evil-doers are struck down."
1.17.3	Calling thrice, he calls the Havir-krit, saying, "Come, O Havir-krt."
1.17.4	Or without striking.
1.17.5	"Run!" to the king. "Come!" to the Vaishya.
1.17.6	When the rice grains have appeared, he instructs, "Let there be a loud announcement!"
1.17.7	The Agnidhra takes up the stone, saying, "You are a mountain, the creator of verses."
1.17.8	"You are a cock, the one with a sweet tongue," or "You are a cock with a sweet tongue."
1.17.9	"I am seeking food, I am seeking strength," with this they strike the stone with the pestle.
1.17.10-15	Twice on the stone, once on the potsherd. Moving it three times, he puts it in nine times. Or silently, taking the potsherd with the Samya-verse. He puts the corn-husk in front or to the north, saying, "You are a year-old." He touches the cakes, saying, "They are year-old." He pours them out, saying, "I know you as a year-old.
1.17.16	"He pours out three times on the heap, saying, 'Protect from the other side.'
1.17.17	'The other side is oppressed by the enemies,' he says, and throws away the chaff from the winnowing basket.
1.17.18	Having filled the pot for the sacrificial cake with chaff, he says, 'This is the share of the Rakshas,' and puts it under the skin of a black antelope, at the intermediate point between the front and the back.
1.17.19	He does not look at it.
1.17.20	'Protect from the other,' he says, as he protects from the other.
1.17.21	Having sprinkled water around,
1.17.22	he places the skull after sprinkling it.
1.17.23	He separates it with the formula, "Wind is it."
1.17.24	He scatters the rice grains into the vessel with the formula, “God is it.”
1.18.1	He instructs, “It should be made into three balls.” Here he releases speech.
1.18.2	The wife of the sacrificer carries it. If any one else's wife were to carry it, she would carry it a few times and give it to someone else. He carries it from then on.
1.18.3	The wife makes three bundles, saying, "Purify for the gods, purify for the gods, be purified for the gods." They are made well-bundled.
1.18.4	He places the kernels.
1.18.5	Having washed the rice,
1.18.6	"He carries the washing towards the north of the fire, saying, "The portion of the Rakshas is that which remains of the rice being thrice husked, may the water carry it away from here. Svāhā." The rite of the black antelope skin is explained.
1.18.7	" "Thou art the pillar of heaven,"
1.18.8	he places the black antelope skin, the ladle with the handle pointing north, and the wooden sword.
1.18.9	"Thou art the Dhishana, the mountain-goddess," with this (verse) he puts the rice-grains on the heated stone.
1.18.10	He puts them on the stone with the right half (of the verse).
1.18.11	"Thou art the Dhishanasi, the mountain-woman," with this (he puts) the rice-grains and the stones on the stone.
1.18.12	"The portions are sweet," with this (verses) he looks at the rice-grains.
1.18.13	"For the god thee," with this (the Adhvaryu) puts the rice-graiṇs on the heated stone;
1.18.14	three times with the formula, the fourth time silently.
1.18.15	"For Prāṇa thee, for Apāna thee, for Vyāna thee." He spreads (the grass) thus.
1.18.16	Or else, having spread the eastern (grass) with the formula, "For Prāṇā thee," the western (grass) with "For Apāna thee," and the middle region with "For Vyāna thee."
1.18.17	The eastern (grass) is long and is spread in the end with the formula, “For Anvāna thee.”
1.18.18	Thereafter he spreads the grass continuously as much as he likes.
1.18.19	He scatters the crushed grass on the black antelope skin with the formula, "The god indeed...
1.18.20	He looks with an undaunted eye.
