1.1.1	Now we shall teach the domestic rites.
1.4.24	If this is accomplished first, then having placed it in front of the fire and given it to a brahmin, one should eat.
1.4.25	If this is accomplished last, then one should eat. Thus it is said.
1.4.26	But they also quote:
1.4.27	At the end of this very offering, one may say, "It is accomplished!"
1.5.2	One should observe the twilight and the full moon.
1.5.3	Some say that one should observe the northern one.
1.5.4	The new moon is the day when the moon is not visible.
1.5.5	The new and full moon days should be observed, and the days of the moon's increase should be worshipped.
1.5.6	One worships the previous half-month with the new moon offering and the subsequent half-month with a full moon offering.
1.4.28	He himself should take the oblation of the crops, from the barley to the rice, from the rice to the barley. This is the oblation of crops.
1.4.29	One becomes long-lived.
1.4.30	When the fruits are distributed, one should take the obration of water for rinsing the mouth. This is the Raudra oblation.
1.5.1	Now about the Darsha-Paurnamasa sacrifices.
1.5.7	The full moon is the highest attraction of the sun and moon, the new moon is the highest repulsion.
1.5.8	One should make the new moon when the moon is not visible at all.
1.5.9	Even when visible, it has gone beyond.
1.5.10	There are three times for the full moon: at dusk, when the sun has set and risen, or when it is high.
1.5.11	Then, on the day when the moon is full,
1.5.2	One should observe the twilight and the full moon.
1.5.3	Some say that one should observe the northern one.
1.5.4	The new moon is the day when the moon is not visible.
1.5.5	The new and full moon days should be observed, and the days of the moon's increase should be worshipped.
1.5.6	One worships the previous half-month with the new moon offering and the subsequent half-month with a full moon offering.
1.5.12	This is a separate chapter for this knowledge. One should study it or one should learn it from those who know it.
1.5.13	Now, on the day of fasting, having offered the morning oblation in the morning, one should smear the ground of the fire with cowdung all around.
1.5.14	Then one should prepare the fire-sticks, either from Khadira or Palasa wood.
1.5.7	The full moon is the highest attraction of the sun and moon, the new moon is the highest repulsion.
1.5.8	One should make the new moon when the moon is not visible at all.
1.5.9	Even when visible, it has gone beyond.
1.5.10	There are three times for the full moon: at dusk, when the sun has set and risen, or when it is high.
1.5.11	Then, on the day when the moon is full,
1.5.15	The wood of all trees except the Khadira, Palasha, Vibhitaka, Tivraka, Badhaka, Nimba, Rajavriksha, Shalmalya, Aralu, Dadhittha, Kovidara, and Shle-shma-taka, may be used for kindling.
1.5.16	The Kusha grass, cut at the time of Vishakha, is the sacrificial grass.
1.5.17	The grass cut at the root is for the Pitrs.
1.5.12	This is a separate chapter for this knowledge. One should study it or one should learn it from those who know it.
1.5.13	Now, on the day of fasting, having offered the morning oblation in the morning, one should smear the ground of the fire with cowdung all around.
1.5.14	Then one should prepare the fire-sticks, either from Khadira or Palasa wood.
1.5.18	If these are not available, then any grass except for reeds, grass, bamboo, reeds, and garlic.
1.5.19	Ghee, cooked rice, barley, rice-cake, ladle, spoon, and water.
1.5.20	And those that we will mention as alternatives.
1.5.21	That day should not be passed over.
1.5.15	The wood of all trees except the Khadira, Palasha, Vibhitaka, Tivraka, Badhaka, Nimba, Rajavriksha, Shalmalya, Aralu, Dadhittha, Kovidara, and Shle-shma-taka, may be used for kindling.
1.5.16	The Kusha grass, cut at the time of Vishakha, is the sacrificial grass.
1.5.17	The grass cut at the root is for the Pitrs.
1.5.22	He should approach his house from a distance.
1.5.23	He should buy, not sell, wealth from another.
1.5.24	He should not be a great talker.
1.5.25	He should dispute about the truth.
1.5.26	Then in the afternoon, having bathed, the couple should eat the fasting food mixed with ghee, whatever they desire, with a good person.
1.5.18	If these are not available, then any grass except for reeds, grass, bamboo, reeds, and garlic.
1.5.19	Ghee, cooked rice, barley, rice-cake, ladle, spoon, and water.
1.5.20	And those that we will mention as alternatives.
1.5.21	That day should not be passed over.
1.6.1	Mānatantri said, "The offering of a man who does not eat the food of the day of fasting is indeed an offering to the fire.
1.6.2	He becomes powerless, greedy, and undesirable to people. His offspring become worse.
1.6.3	He who eats the food of the fasting day becomes powerful, not greedy, and desirable to people. His progeny becomes better.
1.5.22	He should approach his house from a distance.
1.5.23	He should buy, not sell, wealth from another.
1.5.24	He should not be a great talker.
1.5.25	He should dispute about the truth.
1.5.26	Then in the afternoon, having bathed, the couple should eat the fasting food mixed with ghee, whatever they desire, with a good person.
1.6.4	Therefore, one should wish that they eat on the day of fasting.
1.6.5	They should sleep on this very night.
1.6.6	They should spend this night in a mixture of wakefulness and sleep, or in a mixture of stories or in some other way.
1.6.7	They should be ashamed of performing rites that are not prescribed.
1.6.1	Mānatantri said, "The offering of a man who does not eat the food of the day of fasting is indeed an offering to the fire.
1.6.2	He becomes powerless, greedy, and undesirable to people. His offspring become worse.
1.6.3	He who eats the food of the fasting day becomes powerful, not greedy, and desirable to people. His progeny becomes better.
1.6.13	Then, having offered the morning oblation in the morning, having circumambulated the fire from the front, having spread Darbha grass with the tips towards the east to the right side of the fire,
1.6.4	Therefore, one should wish that they eat on the day of fasting.
1.6.5	They should sleep on this very night.
1.6.6	They should spend this night in a mixture of wakefulness and sleep, or in a mixture of stories or in some other way.
1.6.7	They should be ashamed of performing rites that are not prescribed.
1.6.8	They say that one should not observe the fast while going away.
1.6.9	The wife observes the vow.
1.6.10	One should do as one wishes.
1.6.11	So also for one who has not established the sacred fire, the fast is observed.
1.6.12	And if the injunctions prescribe it.
1.6.13	Then, having offered the morning oblation in the morning, having circumambulated the fire from the front, having spread Darbha grass with the tips towards the east to the right side of the fire,
1.6.16	Facing Agni, with controlled speech, with folded hands, he should sit until the conclusion of the rite.
1.6.17	He should speak for the accomplishment of the sacrifice.
1.6.18	He should not speak words that are not related to the sacrifice.
1.6.19	If he speaks words that are not connected to the sacrifice, he should recite a Vedic verse or a Yajur verse.
1.6.20	Or he should say, "Salutations to Vishnu."
1.6.14	Standing in front of them, facing the opposite direction, he takes a blade of grass with the thumb and ring finger of his left hand from the Brahmasana, and sets it aside in the eighth direction, southwest, saying, "Parāvasu is set aside."
1.6.15	Having touched water, he then sits on the Brahmasana with the words, "May I sit in the abode of Vasu."
1.6.21	If one wishes to do both, the duties of a priest and those of a Brahman, then one should place the umbrella, the upper garment, the water pot, or the staff made of darbha grass on the Brahman's seat, return with it, and then do something else.
1.6.16	Facing Agni, with controlled speech, with folded hands, he should sit until the conclusion of the rite.
1.6.17	He should speak for the accomplishment of the sacrifice.
1.6.18	He should not speak words that are not related to the sacrifice.
1.6.19	If he speaks words that are not connected to the sacrifice, he should recite a Vedic verse or a Yajur verse.
1.6.20	Or he should say, "Salutations to Vishnu."
1.7.1	Then having washed the mortar and pestle and the winnowing basket, he places Darbha-blades with their tips towards the east and places the oblation.
1.7.2	He pours the oblation, either rice or barley, in a vessel or a pot,
1.7.3	saying, "I pour thee for him, for the gods, as desired." He does it once, twice silently.
1.6.21	If one wishes to do both, the duties of a priest and those of a Brahman, then one should place the umbrella, the upper garment, the water pot, or the staff made of darbha grass on the Brahman's seat, return with it, and then do something else.
1.7.4	Then, facing east, he begins to offer the oblations with his right and left hands.
1.7.5	They say that one should wash the rice three times for the gods, twice for humans, and once for the ancestors.
1.7.6	One should scatter the rice with the Pavitra (sacred grass) inside.
1.7.1	Then having washed the mortar and pestle and the winnowing basket, he places Darbha-blades with their tips towards the east and places the oblation.
1.7.2	He pours the oblation, either rice or barley, in a vessel or a pot,
1.7.3	saying, "I pour thee for him, for the gods, as desired." He does it once, twice silently.
1.7.7	Like a pot of rice cooked well, he should cook it clockwise, sprinkling it with water.
1.7.8	Having cooked it, he should sprinkle it towards the north and then sprinkle it again.
1.7.9	Having kindled the fire, he should spread Kuśa grass all around, in front, to the right, to the left, and behind.
1.7.10	It should be spread in three rows or five rows all around.
1.7.11	It should have many even rows.
1.7.4	Then, facing east, he begins to offer the oblations with his right and left hands.
1.7.5	They say that one should wash the rice three times for the gods, twice for humans, and once for the ancestors.
1.7.6	One should scatter the rice with the Pavitra (sacred grass) inside.
1.7.12	Covering the roots with the tips pointing forward.
1.7.13	Then, spreading it towards the south, he extends it towards the east, and similarly towards the north.
1.7.14	The tips should be towards the south and north.
1.7.15	This is the method of spreading for all offerings.
1.7.16	Some also make paridhīs, either with a fringe or with a border.
1.7.7	Like a pot of rice cooked well, he should cook it clockwise, sprinkling it with water.
1.7.8	Having cooked it, he should sprinkle it towards the north and then sprinkle it again.
1.7.9	Having kindled the fire, he should spread Kuśa grass all around, in front, to the right, to the left, and behind.
1.7.10	It should be spread in three rows or five rows all around.
1.7.11	It should have many even rows.
1.7.17	The ladle filled with water is placed to the north.
1.7.18	Some say that it may or may not be so.
1.7.19	Having placed the cooked rice on the sacrificial grass, he places the kindling wood and consecrates the ghee.
1.7.20	Ghee, oil, curd, milk, or barley gruel.
1.7.21	From that very sacrificial grass, he makes a filter the size of a palm.
1.7.12	Covering the roots with the tips pointing forward.
1.7.13	Then, spreading it towards the south, he extends it towards the east, and similarly towards the north.
1.7.14	The tips should be towards the south and north.
1.7.15	This is the method of spreading for all offerings.
1.7.16	Some also make paridhīs, either with a fringe or with a border.
1.7.22	Having covered the plant, he cuts it with a knife, saying, "You are in the purifying (water), you are in the purifying."
1.7.23	Then he anoints it with water, saying, "Standing in the purified mind of Vishnu."
1.7.24	Having purified it, he purifies it again with the two purifying (blades) with the tips pointing upwards.
1.7.17	The ladle filled with water is placed to the north.
1.7.18	Some say that it may or may not be so.
1.7.19	Having placed the cooked rice on the sacrificial grass, he places the kindling wood and consecrates the ghee.
1.7.20	Ghee, oil, curd, milk, or barley gruel.
1.7.21	From that very sacrificial grass, he makes a filter the size of a palm.
1.7.25	With the thumb and the little finger, he takes up the water three times, reciting the verse, "May the god Savitr purify thee with the stainless purifying (water), with the rays of the shining Vasu Surya." Once with the verse, twice silently.
1.7.26	Then, having sprinkled it with water, one should offer it into the fire.
1.7.22	Having covered the plant, he cuts it with a knife, saying, "You are in the purifying (water), you are in the purifying."
1.7.23	Then he anoints it with water, saying, "Standing in the purified mind of Vishnu."
1.7.24	Having purified it, he purifies it again with the two purifying (blades) with the tips pointing upwards.
1.7.27	Then, having placed the clarified butter on it, one should offer it towards the north.
1.7.28	Thus the method of preparing clarified butter is done.
1.8.1	Clarified butter is first, then the cooked rice in the pot.
1.8.2	Having sprinkled the cooked rice in a pot, one should take the clarified butter and offer it with the ladle.
1.8.3	If one were to offer the clarified butter that has been spread and poured, one should first offer the portions of clarified butter.
1.7.25	With the thumb and the little finger, he takes up the water three times, reciting the verse, "May the god Savitr purify thee with the stainless purifying (water), with the rays of the shining Vasu Surya." Once with the verse, twice silently.
1.7.26	Then, having sprinkled it with water, one should offer it into the fire.
1.8.4-6	Having taken four spoonfuls of clarified butter, he should offer five spoonfuls to Agni in the north with "Svāhā to Agni" and five spoonfuls to Soma in the south with "Svāhá to Soma". He should offer the oblation facing east. Then having spread the oblation, he should offer it. If it is five spoonfuls, then from the middle, from the eastern half, and from the western half. If it is five spoon-fuls, then from the middle, from the east, from the west, from the north, and from the south.
1.7.27	Then, having placed the clarified butter on it, one should offer it towards the north.
1.7.28	Thus the method of preparing clarified butter is done.
1.8.1	Clarified butter is first, then the cooked rice in the pot.
1.8.2	Having sprinkled the cooked rice in a pot, one should take the clarified butter and offer it with the ladle.
1.8.3	If one were to offer the clarified butter that has been spread and poured, one should first offer the portions of clarified butter.
1.8.7	He pours over the ladles.
1.8.8	He places the ladles in their places, for non-exhaustion.
1.8.9	He should offer in the middle with "Svāhā to Agni."
1.8.10	Once or thrice, according to this procedure.
1.8.11	Then, having spread the Svishtakrit (oblation), he offers from the northern half, the eastern half, once only, and then twice more, pouring over (the oblation).
1.8.4-6	Having taken four spoonfuls of clarified butter, he should offer five spoonfuls to Agni in the north with "Svāhā to Agni" and five spoonfuls to Soma in the south with "Svāhá to Soma". He should offer the oblation facing east. Then having spread the oblation, he should offer it. If it is five spoonfuls, then from the middle, from the eastern half, and from the western half. If it is five spoon-fuls, then from the middle, from the east, from the west, from the north, and from the south.
1.8.12	If the offering is to be made five times, then after spreading twice, one should pour twice.
1.8.13	One should not pour out the ladle, because it would become worn out.
1.8.14	One should offer in the eastern half of the southern half with "Svāhā to Agni Sviṣṭakṛt."
1.8.15	One should offer with ghee with the great formulas.
1.8.16	The pouring of ghee before the Svishtakrit offering.
1.8.7	He pours over the ladles.
1.8.8	He places the ladles in their places, for non-exhaustion.
1.8.9	He should offer in the middle with "Svāhā to Agni."
1.8.10	Once or thrice, according to this procedure.
1.8.11	Then, having spread the Svishtakrit (oblation), he offers from the northern half, the eastern half, once only, and then twice more, pouring over (the oblation).
1.8.17	The collection of the sacrificial grass, the kindling wood, the sprinkling of water, the clarified butter, and the two portions of clarified butter are the five things that are common to all the sacrifices.
1.8.18	Having collected all these together, one should offer the Sauviṣṭakṛt oblation only once.
1.8.19	Having offered this oblation, one should strike the ladle.
1.8.20	Having washed it, one should take it up and eat.
1.8.21	Some say that one should not strike the ladle.
1.8.12	If the offering is to be made five times, then after spreading twice, one should pour twice.
1.8.13	One should not pour out the ladle, because it would become worn out.
1.8.14	One should offer in the eastern half of the southern half with "Svāhā to Agni Sviṣṭakṛt."
1.8.15	One should offer with ghee with the great formulas.
1.8.16	The pouring of ghee before the Svishtakrit offering.
1.8.22	The Sthalipaka offering should be made to Agni in the case of both the Darśa and Pūrṇamāsa sacrifices of one who has not set up the sacred fire.
1.8.23	The offering should be made either to Agni or to Agni-Soma in the case of the Pūrṇamāsī sacrifice of one who has set up the sacred fires.
1.8.24	The offering may be made either to Indra or to Indra-Agni or to Mahendra in the case of Amāvāsyā sacrifice.
1.8.25	The offering to Agni should be made in the case of either the Darśa or the Pūrṇimāsa sacrifice of one who does not have the sacred fire.
1.8.17	The collection of the sacrificial grass, the kindling wood, the sprinkling of water, the clarified butter, and the two portions of clarified butter are the five things that are common to all the sacrifices.
1.8.18	Having collected all these together, one should offer the Sauviṣṭakṛt oblation only once.
1.8.19	Having offered this oblation, one should strike the ladle.
1.8.20	Having washed it, one should take it up and eat.
1.8.21	Some say that one should not strike the ladle.
1.8.26	Having placed the sacrificial grass and having sprinkled it, he prepares the sacrificial place.
1.8.27	Then, taking a handful of Kuśa grass from the sacrificial grass, he should place it three times in the clarified butter or oblation, saying, "The tips, the middle parts, and the roots." "May we be freed from the spoken and unspoken."
1.8.28	Then having sprinkled him with water, he should offer him to Agni with the verse, "O Rudra, the lord of cattle, the bull, the wanderer, do not harm our cattle. This shall be your oblation. Svāhā."
1.8.29	This is called the place of sacrifice.
1.9.1	Then having taken the remaining oblation and having thrown it towards the north, he should give it to the Brahman.
1.8.22	The Sthalipaka offering should be made to Agni in the case of both the Darśa and Pūrṇamāsa sacrifices of one who has not set up the sacred fire.
1.8.23	The offering should be made either to Agni or to Agni-Soma in the case of the Pūrṇamāsī sacrifice of one who has set up the sacred fires.
1.8.24	The offering may be made either to Indra or to Indra-Agni or to Mahendra in the case of Amāvāsyā sacrifice.
1.8.25	The offering to Agni should be made in the case of either the Darśa or the Pūrṇimāsa sacrifice of one who does not have the sacred fire.
1.9.2	He should satisfy him.
1.9.3	They say that the sacrifice is satisfied when the Brahman is satisfied.
1.9.4	If there is any other food prepared for him,
1.9.5	Then he should satisfy the Brahmins with food.
1.9.6	The full vessel is the fee. He should give it to the Brahman.
1.8.26	Having placed the sacrificial grass and having sprinkled it, he prepares the sacrificial place.
1.8.27	Then, taking a handful of Kuśa grass from the sacrificial grass, he should place it three times in the clarified butter or oblation, saying, "The tips, the middle parts, and the roots." "May we be freed from the spoken and unspoken."
1.9.7	Having filled the vessel with food, whether cooked or uncooked, or with fruits, they call it a full vessel.
1.9.8	Brahma alone is the priest.
1.9.9	In the Pākayajñas, the Hotṛ himself becomes.
1.9.10	The full vessel is the lowest of the Pākayagnas, the Dakṣiṇā.
1.9.11	The highest gift is unlimited.
1.8.28	Then having sprinkled him with water, he should offer him to Agni with the verse, "O Rudra, the lord of cattle, the bull, the wanderer, do not harm our cattle. This shall be your oblation. Svāhā."
1.8.29	This is called the place of sacrifice.
1.9.1	Then having taken the remaining oblation and having thrown it towards the north, he should give it to the Brahman.
1.9.12	Now, indeed, Sudas Paijavana, having performed the offering of cooked rice to Indra-Agni, gave away a hundred thousand (cows).
1.9.13	Now, if one does not obtain the oblation or the Hotr priest at the evening and morning offerings or at the Darśa-Pūrṇamāsa sacrifices in the domestic fire, what should one do?
1.9.2	He should satisfy him.
1.9.3	They say that the sacrifice is satisfied when the Brahman is satisfied.
1.9.4	If there is any other food prepared for him,
1.9.5	Then he should satisfy the Brahmins with food.
1.9.6	The full vessel is the fee. He should give it to the Brahman.
1.9.14	The evening offering does not go beyond the morning offering; the morning offering does not go beyong the evening offering; the new-moon offering does not gobeyond the full-moon offering; the full-moon does not go beyond thenew-moon offering.
1.9.15	One should seek to offer oblations or a Hotr priest within this interval.
1.9.7	Having filled the vessel with food, whether cooked or uncooked, or with fruits, they call it a full vessel.
1.9.8	Brahma alone is the priest.
1.9.9	In the Pākayajñas, the Hotṛ himself becomes.
1.9.10	The full vessel is the lowest of the Pākayagnas, the Dakṣiṇā.
1.9.11	The highest gift is unlimited.
