#Text:Maitryupaniṣad
#Edition:Cowell
#Data entry:Oliver Hellwig
#Notes:External Sandhis resolved where possible. Subnumbering of lines (1.1.2, 1.1.3 etc.) derived from dandas in Cowell's edition. Metrical lines retain their inner dandas.



1.1.1	brahmayajñā vā eṣa yat pūrveṣāṃ cayanam
3.2.1	asti khalv anyo 'paro bhūtātmākhyo yo 'yaṃ sitāsitaiḥ karmaphalair abhibhūyamānaḥ sadasadyonim āpadyatā ity avāñcyordhvā vā gatir dvandvair abhibhūyamānaḥ paribhramatīty asyopavyākhyānaṃ
3.2.2	pañcatanmātrā bhūtaśabdenocyante atha pañcamahābhūtāni bhūtaśabdenocyante 'tha teṣāṃ yat samudayaṃ tat śarīram ity uktam atha yo ha khalu vāva śarīra ity uktaṃ sa bhūtātmety uktaṃ
3.2.3	athāmṛto 'syātmādbindur iva puṣkarā iti sa vā eṣo 'bhibhūtaḥ prākṛtair guṇair iti
3.2.4	atho 'bhibhūtatvāt saṃmūḍhatvaṃ prayātaḥ saṃmūḍhatvād ātmasthaṃ prabhuṃ bhagavantaṃ kārayitāraṃ nāpaśyad guṇaughair uhyamānaḥ kaluṣīkṛtaś cāsthiraś cañvalo lupyamānaḥ saspṛho vyagraś cābhimānitvaṃ prayātā ity ahaṃ so mamedam ity evaṃ manyamāno nibadhnāty ātmanātmānaṃ jāleneva khacaraḥ kṛtasyānuphalair abhibhūyamānaḥ sadasadyonim āpadyatā ity avāñcyordhvā vā gatir dvandvair abhibhūyamānaḥ paribhramati
3.2.5	katama eṣa iti tān hovāceti
3.3.1	athānyatrāpyuktaṃ yaḥ kartā so 'yaṃ vai bhūtātmā karaṇaiḥ kārayitāntaḥpuruṣaḥ
3.3.2	atha yathāgnināyaspiṇḍo vābhibhūtaḥ kartṛbhir hanyamāno nānātvam upaityevaṃ vāva khalv asau bhūtātmāntaḥpuruṣeṇābhibhūto guṇair hanyamāno nānātvam upaiti
3.3.3	caturjālaṃ caturdaśavidhaṃ caturaśītidhā pariṇataṃ bhūtagaṇam etad vai nānātvasya rūpaṃ
3.3.4	tāni ha vā etāni guṇāni puruṣeṇeritāni cakram iva mṛtyaveneti
3.3.5	atha yathāyaspiṇḍe hanyamāne nāgnir abhibhūyaty evaṃ nābhibhūyaty asau puruṣo 'bhibhūyaty ayaṃ bhūtātmopasaṃśliṣṭatvād iti
3.4.1	athānyatrāpyuktaṃ śarīram idaṃ maithunād evodbhūtaṃ saṃvṛddhyapetaṃ niraye 'tha mūtradvāreṇa niṣkrāntam asthibhiś citaṃ māṃsenānuliptaṃ carmaṇāvanaddhaṃ viṇmūtrapittakaphamajjāmedovasābhir anyaiś cāmayair bahubhiḥ paripūrṇaṃ kośa iva vasunā
3.5.1	athānyatrāpyuktaṃ saṃmoho bhayaṃ viṣādo nidrā tandrī pramādo jarā śokaḥ kṣut pipāsā kārpaṇyaṃ krodho nāstikyam ajñānaṃ mātsaryaṃ naiḥkāruṇyaṃ mūḍhatvaṃ nirvrīḍatvaṃ nirākṛtitvam uddhatatvam asamatvam iti tāmasāni
3.5.2	antastṛṣṇā sneho rāgo lobho hiṃsā ratir dviṣṭir vyāvṛtatvam īrṣyā kāmam asthiratvaṃ calatvaṃ vyagratvaṃ jigīṣārthopārjanaṃ mitrānugrahaṇaṃ parigrahāvalambo 'niṣṭeṣv indriyārtheṣu dviṣṭir iṣṭeṣv abhiṣaṅgaḥ śuktasvaro 'nnatamastv iti rājasāny etaiḥ paripūrṇa etair abhibhūtā ity ayaṃ bhūtātmā tasmān nānārūpāṇy āpnotīty āpnotīti
4.1.1	te ha khalu vāvordhvaretaso 'tivismitā abhisametyocur bhagavan namaste 'stv anuśādhi tvam asmākaṃ gatir anyā na vidyatā iti
4.1.2	asya ko vidhir bhūtātmano yenedaṃ hitvātmann eva sāyojyam upaiti tān hovāceti
4.2.1	athānyatrāpyuktaṃ mahānadīṣūrmaya ivānivartakam asya yat purā kṛtaṃ samudraveleva durnivāryam asya mṛtyor āgamanaṃ sadasatphalamayaiḥ pāśaiḥ paṅgur iva baddhaṃ bandhanasthasyevāsvātantryaṃ yamaviṣayasthasyeva bahubhayāvasthaṃ madironmatta iva mohamadironmattaṃ pāpmanā gṛhīta iva bhrāmyamāṇaṃ mahoragadaṣṭa iva viṣayadaṣṭaṃ mahāndhakāram iva rāgāndham indrajālam iva māyāmayaṃ svapna iva mithyādarśanaṃ kadalīgarbha ivāsāraṃ naṭa iva kṣaṇaveṣaṃ citrabhittir iva mithyāmanoramam ity athoktaṃ
4.2.2	śabdasparśādayo hyarthā martye 'narthā ivāsthitāḥ
4.2.3	yeṣāṃ saktas tu bhūtātmā na smareta paraṃ padam
4.3.1	ayaṃ vāva khalv asya pratividhir bhūtātmano yadvedavidyādhigamaḥ svadharmasyānucaraṇaṃ svāśrameṣv evānukramaṇaṃ svadharmasya vā etad vrataṃ stambaśākhevāparāṇyanenordhvabhāg bhavaty anyathāvāṅṅ ity eṣa svadharmo 'bhihito yo vedeṣu na svadharmātikrameṇāśramī bhavaty āśrameṣv evānavasthas tapasvī vety ucyatā ity etad ayuktaṃ nātapaskasyātmajñāne 'dhigamaḥ karmasiddhir vety evaṃ hy āha tapasā prāpyate sattvaṃ sattvāt saṃprāpyate manaḥ
4.3.2	manasaḥ prāpyate hy ātmā yam āptvā na nivartatā iti
4.4.1	asti brahmeti brahmavidyāvid abravīd brahmadvāram idam ity evaitad āha yas tapasāpahatapāpmā oṃ brahmaṇo mahimety evaitad āha yaḥ suyukto 'jasraṃ cintayati tasmād vidyayā tapasā cintayā copalabhyate brahma
4.4.2	sa brahmaṇaḥ para etā bhavaty adhidevatvaṃ devebhyaś cety akṣayyam aparimitam anāmayaṃ sukham aśnute ya evaṃvidvān anena trikeṇa brahmopāste
4.4.3	atha yaiḥ paripūrṇo 'bhibhūto 'yaṃ rathitaś ca tair vaiva muktas tv ātmann eva sāyojyam upaiti
4.5.1	te hocur bhagavann abhivādy asīty abhivādy asīti
4.5.2	nihitam asmābhir etad yathāvad uktaṃ manasīty athottaraṃ praśnam anubrūhīti
4.5.3	agni vāyur ādityaḥ kālo yaḥ prāṇo 'nnaṃ brahmā rudro viṣṇur ity eke 'nyam abhidhyāyanty eke 'nyaṃ śreyaḥ katamo yaḥ so 'smākaṃ brūhīti tān hovāceti
4.6.1	brahmaṇo vāvaitā agryās tanavaḥ parasyāmrtasyāśarīrasya tasyaiva loke pratimodatīha yo yasyānuṣakta ity evaṃ hy āha
4.6.2	brahma khalv idaṃ vāva sarvam
4.6.3	yā vāsyā agryās tanavas tā abhidhyāyed arcayen nihnuyāc cātas tābhiḥ sahaivopary upari lokeṣu caraty atha kṛtsnakṣaya ekatvam eti puruṣasya puruṣasya
5.1.1	atha yatheyaṃ kautsāyanī stutiḥ
5.1.2	tvaṃ brahmā tvaṃ ca vai viṣṇus tvaṃ rudras tvaṃ prajāpatiḥ
5.1.3	tvam agnir varuṇo vāyus tvam indras tvaṃ niśākaraḥ
5.1.4	tvam annas tvaṃ yamas tvaṃ pṛthivī tvaṃ viśvaṃ tvam athācyutaḥ
5.1.5	svārthe svābhāvike 'rthe ca bahudhā saṃsthitis tvayi
5.1.6	viśveśvara namas tubhyaṃ viśvātmā viśvakarmakṛt
5.1.7	viśvabhug viśvam āyus tvaṃ viśvakrīḍāratiprabhuḥ
5.1.8	namaḥ śāntātmane tubhyaṃ namo guhyatamāya ca
5.1.9	acintyāyāprameyāya anādinidhanāya ca
5.2.1	tamo vā idam agra āsīd ekaṃ tat pare syāt tat tatpareṇeritaṃ viṣamatvaṃ prayāty etadrūpaṃ vai rajas tad rajaḥ khalv īritaṃ viṣamatvaṃ prayāty etad vai sattvasya rūpaṃ tat sattvam everitaṃ rasaḥ saṃprasravat so 'ṃśo 'yaṃ yaś cetāmātraḥ pratipuruṣaḥ kṣetrajñaḥ saṃkalpādhyavasāyābhimānaliṅgaḥ prajāpatir viśvety asya prāg uktā etās tanavaḥ
5.2.2	atha yo ha khalu vāvāsya tāmaso 'ṃśo 'sau sa brahmacāriṇo yo 'yaṃ rudro 'tha yo ha khalu vāvāsya rājaso 'ṃśo 'sau sa brahmacāriṇo yo 'yaṃ brahmātha yo ha khalu vāvāsya sāttviko 'śo 'sau sa brahmacāriṇo yo 'yaṃ viṣṇuḥ sa vā eṣa ekas tridhā bhūto 'ṣṭadhaikādaśadhā dvādaśadhāparimitadhā vodbhūta udbhūtatvād bhūtaṃ bhūteṣu carati praviṣṭaḥ sa bhūtānām adhipatir babhūvā ity asā ātmāntarbahiś cāntarbahiś ca
6.1.1	dvidhā vā eṣa ātmānaṃ bibharty ayaṃ yaḥ prāṇo yaś cāsā ādityo 'tha dvau vā etā asya panthānā antarbahiścāhorātreṇaitau vyāvartete
6.1.2	asau vā ādityo bahirātmāntarātmā prāṇo 'to bahirātmakyā gatyāntarātmano 'numīyate gatir ity evaṃ hy āhātha yaḥ kaścid vidvān apahatapāpmākṣādhyakṣo 'vadātamanās tanniṣṭhā āvṛttacakṣuḥ so antarātmakyā gatyā bahirātmano 'numīyate gatir ity evaṃ hy āha
6.1.3	atha ya eṣo 'ntar āditye hiraṇmayaḥ puruṣo yaḥ paśyatīmāṃ hiraṇyavasthāt sa eṣo 'ntare hṛtpuṣkara evāśrito 'nnam atti
6.1.4	athāparaṃ veditavyam uttaro vikāro 'syātmayajñasya yathānnam annādaś cety asyopavyākhyānam
6.1.5	puruṣaś cetā pradhānāntaḥsthaḥ sa eva bhoktā prākṛtam annaṃ bhuṅktā iti
6.1.6	tasyāyaṃ bhūtātmā hy annamasya kartā pradhānaḥ
6.1.7	tasmāt triguṇaṃ bhojyaṃ bhoktā puruṣo 'ntaḥsthaḥ
6.1.8	atra dṛṣṭaṃ nāma pratyayaṃ
6.1.9	yasmād bījasambhavā hi paśavas tasmād bījaṃ bhojyam anenaiva pradhānasya bhojyatvaṃ vyākhyātaṃ
6.1.10	tasmād bhoktā puruṣo bhojyā prakṛtis tatstho bhuṅktā iti
6.1.11	prākṛtam annaṃ triguṇabhedapariṇāmatvān mahad ādyaṃ viśeṣāntaṃ liṅgaṃ
6.1.12	anenaiva caturdaśavidhasya mārgasya vyākhyā kṛtā bhavati
6.1.13	sukhaduḥkhamohasaṃjñaṃ hy annabhūtam idaṃ jagat nahi bījasya svāduparigraho 'stīti yāvan na prasūtiḥ
6.1.14	tasyāpy evaṃ tisṛṣv avasthāsv annatvaṃ bhavati kaumāraṃ yauvanaṃ jarā pariṇāmatvāt tadannatvaṃ
6.1.15	evaṃ pradhānasya vyaktatāṃ gatasyopalabdhir bhavati tatra buddhyādīni svāduni bhavanty adhyavasāyasaṃkalpābhimānā ity athendriyārthān pañca svāduni bhavanty evaṃ sarvāṇīndriyakarmāṇi prāṇakarmāṇy evaṃ vyaktam annam avyaktam annamasya nirguṇo bhoktā bhoktṛtvāc catanyaṃ prasiddhaṃ tasya
6.1.16	yathāgnir vai devānām annādaḥ somo 'nnam agninaivānnam ity evaṃvit somasaṃjño 'yaṃ bhūtātmāgnisaṃjño 'py avyaktamukhā iti vacanāt puruṣo vyaktamukhena triguṇaṃ bhuṅktā iti yo haivaṃ veda saṃnyāsī yogī cātmayājī cety atha yadvan na kaścicchūnyāgāre kāminyaḥ praviṣṭāḥ spṛśantīndriyārthāṃs tadvad yo na spṛśati praviṣṭān saṃnyāsī yogī cātmayājī ceti
6.2.1	atha ya eṣo 'ntare hṛtpuṣkara evāśrito 'nnam atti sa eṣo 'gnir divi śritaḥ sauraḥ kālākhyo 'dṛśyaḥ sarvabhūtāny annam attīti
6.2.2	kaḥ puṣkaraḥ kimmayo veti
6.2.3	idaṃ vāva tat puṣkaraṃ yo 'yam ākāśo 'syemāś catasro diśaś catasra upadiśo dalasaṃsthā āsa
6.2.4	arvāg vicarata etau prāṇādityā etā upāsītām ity etad akṣareṇa vyāhṛtibhiḥ sāvitryā ceti
6.2.5	athānyatrāpy uktam ataḥ parāsya dhāraṇā tālurasanāgranipīḍanād vāṅmanaḥprāṇanirodhanād brahma tarkeṇa paśyati yadātmanātmānam aṇor aṇīyāṃsaṃ dyotamānaṃ manaḥkṣayāt paśyati tadātmanātmānaṃ dṛṣṭvā nirātmā bhavati nirātmakatvād asaṃkhyo 'yoniś cintyo mokṣalakṣaṇam ity etat paraṃ rahasyam ity evaṃ hy āha
6.2.6	cittasya hi prasādena hanti karma śubhāśubhaṃ
6.2.7	prasannātmātmani sthitvā sukham avyayam aśnutā iti
6.3.1	dve vāva brahmaṇo rūpe mūrtaṃ cāmūrtaṃ cātha yan mūrtaṃ tad asatyaṃ yad amūrtaṃ tat satyaṃ tad brahma taj jyotir yaj jyotiḥ sa ādityaḥ sa vā eṣa om ity etad ātmābhavat sa tredhātmānaṃ vyakurutā om iti tisro mātrā etābhiḥ sarvam idam otaṃ protaṃ caivāsmīty evaṃ hy āhaitad vā āditya om ity evaṃ dhyāyata ātmānaṃ yuñjīteti
6.3.2	om śucau deśe śuciḥ sattvasthaḥ sadadhīyānaḥ sadvādī saddhyāyī sadyājī syād ity ataḥ sadbrahmaṇi satyabhilāṣiṇi nirvṛtto 'nyas tatphalacchinnapāśo 'nirāśaḥ pareṣv ātmavad vigatabhayo niṣkāmo 'kṣayyam aparimitaṃ sukham ākramya tiṣṭhati paramaṃ vai śevadher iva parasyoddharaṇaṃ yat niṣkāmatvaṃ sa hi sarvakāmamayaḥ puruṣo 'dhyavasāyasaṃkalpābhimānaliṅgo baddho 'tas tadviparīto mukto 'traikā āhur guṇaḥ prakṛtibhedavaśād adhyavasāyātmabandham upāgato 'dhyavasāyasya doṣakṣayāddhi mokṣo manasā hy eva paśyati manasā śṛṇoti kāmaḥ saṃkalpo vicikitsā śraddhāśraddhā dhṛtir adhṛtir hrīr dhīr bhīr ity etat sarvaṃ mana eva guṇoghair uhyamānaḥ kaluṣīkṛtaś cāsthiraś cañcalo lupyamānaḥ saspṛho vyagraś cābhimānitvaṃ prayātā ity ahaṃ so mamedam ity evaṃ manyamānā nibadhnāty ātmanātmānaṃ jāleneva khacaro 'taḥ puruṣo 'dhyavasāyasaṃkalpābhimānaliṅgo baddho 'tas tadviparīto muktas tasmāt niradhyavasāyo niḥsaṃkalpo nirabhimānas tiṣṭhed etan mokṣalakṣaṇam eṣātra brahmapadavy eṣo 'tra dvāravivaro 'nenāsya tamasaḥ pāraṃ gamiṣyaty atra hi sarve kāmāḥ samāhitā ity atrodāharanti
6.3.3	yadā pañcāvatiṣṭhante jñānāni manasā saha / buddhiś ca na viceṣṭate tam āhuḥ paramāṃ gatiṃ
6.3.4	etad uktvāntarhṛdayaḥ śākāyanyas tasmai namaskṛtvā yathāvad upacārī kṛtakṛtyo maruduttarāyaṇaṃ gato na hyatrodvartmanā gatir eṣo 'tra brahmapathaḥ sauraṃ dvāraṃ bhittvordhvena vinirgatā ity atrodāharanti
6.3.5	anantā raśmayas tasya dīpavad yaḥ sthito hṛdi / sitāsitāḥ kadrunīlāḥ kapilā mṛdulohitāḥ
6.3.6	ūrdhvam ekaḥ sthitas teṣāṃ yo bhittvā sūryamaṇḍalaṃ / brahmalokam atikramya tena yānti parāṃ gatiṃ
6.3.7	yad asyānyad raśmiśatam ūrdhvam eva vyavasthitaṃ / tena devanikāyānāṃ svadhāmāni prapadyate
6.3.8	ye naikarūpāś cādhastād raśmayo 'sya mṛduprabhāḥ / iha karmopabhogāya taiḥ saṃsarati so 'vaśaḥ
6.3.9	tasmāt sargasvargāpavargahetur bhagavān asāv āditya iti
6.4.1	athānyatrāpyuktam atha khalu ya udgīthaḥ sa praṇavo yaḥ praṇavaḥ sa udgītha ity asau vā āditya udgītha eṣa praṇavā ity evaṃ hy āhodgīthaṃ praṇavākhyaṃ praṇetāraṃ bhārūpaṃ vigatanidraṃ vijaraṃ vimṛtyuṃ tripadaṃ vyakṣaraṃ punaḥ pañcadhā jñeyaṃ nihitaṃ guhāyām ity evaṃ hy āhordhvamūlaṃ tripād brahma śākhā ākāśavāyvagnyudakabhūmyādayā eko 'śvatthanāmaitad brahmaitasyaitat tejo yad asā āditya om ity etad akṣarasya caitat tasmād om ity anenaitad upāsītājasram ity eko 'sya saṃbodhayitety evaṃ hy āha
6.4.2	etad evākṣaraṃ puṇyam etad evākṣaraṃ paraṃ
6.4.3	etad evākṣaraṃ jñātvā yo yad icchati tasya tat
6.5.1	athānyatrāpy uktaṃ svanavaty eṣāsya tanūr yā om iti strīpuṃnapuṃsaketi liṅgavaty eṣāthāgnir vāyur ādityā iti bhāsvaty eṣātha brahmā rudro viṣṇur ity adhipativaty eṣātha gārhapatyo dakṣiṇāgnir āhavanīyā iti mukhavaty eṣātha ṛg yajuḥ sāmeti vijñānavaty eṣā bhūr bhuvaḥ svar iti lokavaty eṣātha bhūtaṃ bhavyaṃ bhaviṣyad iti kālavaty eṣātha prāṇo 'gniḥ sūrya iti pratāpavaty eṣāthānnam āpaś candramā ity āpyāyanavaty eṣātha buddhir mano 'haṃkārā iti cetanavaty eṣātha prāṇo 'pāno vyānā iti prāṇavaty eṣety ata om ity uktenaitāḥ prastutā arcitā arpitā bhavantīty evaṃ hyāhaitad vai satyakāma paraṃ cāparaṃ ca brahma yad om ity etad akṣaram iti
6.6.1	athāvyāhṛtaṃ vā idam āsīt sa satyaṃ prajāpatis tapas taptvānuvyāharad bhūr bhuvaḥ svar ity eṣaivāsya prajāpateḥ sthaviṣṭhā tanūr yā lokavatīti svar ity asyāḥ śiro nābhir bhuvo bhūḥ pādā ādityaś cakṣuḥ
6.6.2	cakṣurāyattā hi puruṣasya mahatī mātrā cakṣuṣā hy ayaṃ mātrāś carati satyaṃ vai cakṣur akṣiṇy avasthito hi puruṣaḥ sarvārtheṣu caraty etasmād bhūr bhuvaḥ svar ity upāsītānena hi prajāpatir viśvātmā viśvacakṣur ivopāsito bhavatīty evaṃ hy āhaiṣā vai prajāpater viśvabhṛt tanūr etasyām idaṃ sarvam antarhitam asmiṃś ca sarvasminn eṣāntarhiteti tasmād eṣopāsīta
6.7.1	tat savitur vareṇyam ity asau vā ādityaḥ savitā sa vā evaṃ pravaraṇīya ātmakāmenety āhur brahmavādino 'tha bhargo devasya dhīmahīti savitā vai devas tato yo 'sya bhargākhyas taṃ cintayāmīty āhur brahmavādino 'tha dhiyo yo naḥ pracodayād iti buddhayo vai dhiyas tā yo 'smākaṃ pracodayād ity āhur brahmavādinaḥ
