#Author:Agnisvāmin
#Text:Lāṭyāyanaśrautasūtrabhāṣya
#Comments:Lāṭyāyanaśrauta
#Edition:Vedāntavāgīśa 1872
#Data entry:Oliver Hellwig
#Notes:Completed: 1-3, 8-10



1.1.2.[1]	tatra mantraśabdaḥ pratītaśabdārthaḥ kartṛpadārthako mahanmevocādiṣu yajaḥṣu varttate /
1.1.2.[21]	tadevaṃ siddhe kṛtsnamantraprayoge yaducyate mantravidhiścādigrahaṇenetyetadanarthakaṃ, kasmātsūtrārambha, athārabhyate prayojanaṃ vaktavyaṃ, yaducyate sūtrannārabdhavyamārabdhavyamevetyatra brūmaḥ, kasmāt sūtrārambhaḥ asya vidheraprasiddheḥ /
1.1.2.[22]	yattāvaducyate gṛhyaprāmāṇyānnārabdhavyabhityatra brūmaḥ /
1.1.2.[23]	tatrāpyeṣa eva vidhiḥ kṛtsnamantraprayogasya /
1.1.2.[24]	yaduktaṃ āmnāyārthavattvāditi parkādivadetaddraṣṭavyaṃ /
1.1.2.[25]	yathā parkādeḥ simāntasya sāmasamāmnāyasya gavādiṣu sahasrasamvatsarānteṣu na sarvasya prayogodṛṣṭaḥ /
1.1.2.[26]	na ca tāvatā tasyāmnānamanarthakaṃ bhavati padārthābhisambandhāditi yaduktamiti tatra brūmaḥ /
1.1.2.[27]	na hyekasmāt padārthābhisambandhānmantraprayogo bhavati, rūpasampannā api hi śrutyā vidhīyante, taṃ prohedvānaspatyosītivat, durvijñānatyāc ca mantrāṇāṃ na hyeṣu pratyakṣamastyanṛṣṭeratapasā veti /
1.1.2.[28]	śeṣaviśeṣavidhiriti yaducyate, tatra brūmaḥ /
1.1.2.[29]	śeṣaviśeṣavidhistadviṣayopi gamyate /
1.1.2.[30]	sthālī pulākavat tadviṣaya iti yaduktaṃ, anaikāntikoyaṃ dṛṣṭāntaḥ, vyabhicārakatvāditi, ekenaudanasikthena sthālīna kṛtsnā parīkṣyate, pākavaiṣamyādeva vyabhicāritvādadṛṣṭāntaḥ /
1.1.2.[31]	anyatra yāvadyajurgrahaṇāditi yaduktaṃ, anena vacanena prasakte kṛtsnamantraprayoge ayajati samarthasyoddhārovidhīyate, yadapyuktamuttarasūtrārambhādityetadapi anenaiva pratyuktaṃ /
1.1.2.[32]	evametāni sūtrānārambhakāraṇāni pratyuktāni /
1.1.2.[33]	tatra yaduktamārabdhavyaṃ sūtramiti tadyuktaṃ /
1.1.2.[34]	mantravidhiścādigrahaṇena /
1.1.2.[35]	ayamarthaḥ, ādipradiṣṭomantraḥ kṛtsnaḥ prayoktavya iti /
1.1.2.[36]	atha vidhigrahaṇaṃ kimarthamiti cet, adhikṛta eva vidhirvidhyavyapadeśa iti /
1.1.2.[37]	atrocyate, vidhigrahaṇena tadā etatsubrahmaṇyāmāhūya yajamānaṃ vācayatīti evaṃ trirāhvayeti vidhyādi gṛhyate /
1.1.2.[38]	atha caśabdaḥ kimarthamiti arthādi ca vidhirbhavati idamannamayaṃ rasa imā gāvaḥ sahaśriyeti /
1.1.2.[39]	apara āha, mantravidhiścādigrahaṇeneti yathā yajuḥsamāmnāye mantraḥ paṭhitaḥ tathā prayajyate /
1.1.2.[40]	sammārjane saṃsṛjantvityasya punanvityanena pratyāmnāyomā bhūdairavaditi, mahāntejase brahmavarcasāyeti ca mamāyuṣa ityasya ca pratyāmnāyo mābhūdityata ādigrahaṇenetyāha /
1.1.2.[41]	atha vā caśabdaḥ samuccayārthaḥ /
1.1.2.[42]	ādigrahaṇenāvyapadeśa iti varttate avasṛṣṭatakṣādivat /
1.1.2.[43]	evamuktvārthaṃ sūtraṃ / 2 /
1.1.2.[44]	evaṃ mantravidhiścādigrahaṇeneti siddhe kṛtsnamantraprayoge atha mantrāntaḥ kathaṃ vijñātavya ityatrocyate /
1.1.3.[1]	uttarasya mantrasyādinā pūrvasya mantrasyāntolakṣyate, tallakṣaṇaṃ uttarādiḥ pūrvānta iti /
1.1.3.[2]	siddhe lakṣaṇagrahaṇaṃ kimarthamiti cet, atrocyate/ yadi hyayaṃ lakṣaṇagrahaṇaṃ na kuryāduttarasya mantrasyādiḥ pūrvasya mantrasyāntaḥ syāt, evaṃ pūrvasya mantrasyāntasya uttarasya mantrasya cādeḥ saṃsargaḥ kriyeta, evaṃ mā bhūdityata āha lakṣaṇamiti / 3 /
1.1.3.[3]	iha vṛtapratimantraṇādīni karmāṇyupadekṣyante ekaṃ karttāram adhikṛtya, aviśeṣacoditāśca traya udgātāraḥ /
1.1.3.[4]	yatvityāhurvācānyānṛtvijo vṛṇate kasmādudgātārovṛtā ārtvijyaṃ kurvantīti /
1.1.3.[5]	tatredaṃ saṃśete aviśeṣacoditānāṃ sarveṣāṃ prāptau kasyemāni bhavanti, ata āha ācāryaḥ /
1.1.4.[1]	ekavacanaśrutyā ye vidhīyante, ta ekaśrutividhānāḥ mahanmevoca iti kariṣyan pratimantrayetetyevamādyā mantrāḥ /
1.1.4.[2]	karmāṇi ca pṛthaksāvitrīpādairmadhuparkasya pibedityevamādīni udgātaiva kuryādanādeśa iti, ādeśādanyatrānādeśe /
1.1.4.[3]	ādeśaḥ, prastotā havirdhānaṃ gacchet madhyandine huta ādityagrahe pratiharttā bhavati /
1.1.4.[4]	atha vā ekaśrutividhānāddhetoḥ udgātraivoktaḥ ekasya śrutau vidhānaṃ udgātā sāmavedeneti /
1.1.4.[5]	athaivaśabdaḥ kimarthamiti cet, avadhāraṇārthaḥ /
1.1.4.[6]	sāmānyatvādudgātṛśabdasya yasyaivānanyaśabdasaṃyogaḥ sa eva mukhyaḥ /
1.1.4.[7]	anādeśagrahaṇasya prayojanamuktaṃ prathamasūtra eva / 4 /
1.1.4.[8]	utamuttarādiḥ pūrvantalakṣaṇamiti, etallakṣaṇaṃ mahadādīnāṃ yajuṣāṃ utkrāntirasīti paryantānāṃ yeṣu punar idaṃ lakṣaṇaṃ na sambhavati, tām ucchrayatīty evamādivat, teṣāṃ kaḥ prayogaḥ ityatrāha /
1.1.5.[1]	yeṣāṃ mantrāṇām anto nādiśyate tān eva yajuḥ pratīyāt teṣu yāvadeva yajati samarthantāvad eva prayoktavyamiti /
1.1.5.[2]	ye 'rthavādā madhye paṭhitās teṣām uddhāra iti / 5 /
1.1.5.[3]	uktaṃ mantravidhiś cādigrahaṇeneti, tatroktaṃ mahadādiṣu yajuḥṣu mantraśabdosya varttata iti /
1.1.5.[4]	atha ṛksāmnāṃ ko vidhirityatrāha /
1.1.6.[1]	samāmnāye yā ṛk tasyā ṛcaḥ ādigrahaṇena vidhirbhavati /
1.1.6.[2]	avadhūya pavitramudagdaśamavāṅnābhi vitanuyuḥ pavitraṃ ta iti /
1.1.6.[3]	sāmnaśceti ca śabdaḥ, sāmnaścādigrahaṇena vidhirbhavati, adhvaryupreṣitastyagnāyiriti gāyedityādivat /
1.1.6.[4]	ādineti siddhe grahaṇaṃ kimarthamiti cet, ucyate /
1.1.6.[5]	ādinā ca grahaṇena cetyevamarthaṃ grahaṇaṃ agniṣṭayatītyavabhṛthasāma itivat / 6 /
1.1.6.[6]	iti paribhāṣā /
1.1.6.[7]	uktaṃ karmaṇyudgātaiva kuryādanādeśe, tatrodgātetyukte kiṃ lakṣaṇaṃ punarudgātāraṃ kuryādityucyate /
1.1.6.[8]	tadudgātṛlakṣaṇaṃ vivakṣurācāryaḥ sādhāraṇatvādṛtvigguṇanāṃ sarvartvijo'dhikṛtya lakṣaṇamārabhate /
1.1.7.[1]	ṛtvig iti jātiśabdena /
1.1.7.[2]	ṛtvik, ārṣeyaḥ, anūcānaḥ, sādhucaraṇaḥ, vāgmī, anyūnāṅgaḥ, anatiriktāṅgaḥ, dvayasataśca, anatikṛṣṇaḥ, anatiśvetaḥ, daśapadaṃ sūtraṃ /
1.1.7.[3]	athedānīmarthovakṣyate /
1.1.7.[4]	ṛtvik, ṛtau yajatīti ṛtvik, prajāpatirakāmayata bahu syāṃ prajāyeyeti sa ātman vṛttyamapaśyattata ṛtvijo'sṛjata yadṛcyāsṛjata tadṛtvijāmṛtviktvaṃ /
1.1.7.[5]	ṛtvik kasmādīriṇaḥ, ṛgyaṣṭā bhavatīti śākapūrṇiḥ, ṛtuyājī bhavatīti nairuktāḥ /
1.1.7.[6]	ārṣeyaḥ, ṛṣerapatyamārṣeyaḥ, ṛṣidarśanāt stomāndadarśetyaupamanyavaḥ, tadyademāṃstapasyamānān brahma svayaṃ tvabhyānarṣa tadṛṣīṇāmṛṣitvamiti vijñāyate, ādaśamāt puruṣādavyavacchinnaṃ yasya sa yaḥ /
1.1.7.[7]	anūcānaḥ, anūktavānanūcānaḥ śiṣyebhyovidyāsampradānaṃ yaḥ kṛtavān so'nūcānaḥ /
1.1.7.[8]	sādhucaraṇaḥ, sādhviti praśaṃsā, praśastakarmetyarthaḥ, bahu brāhmaṇakarmasvavasthitaḥ /
1.1.7.[9]	vāgmī, vaktuṃ samarthaḥ, atha vā saṃskṛtavāk vāgmī, yohi saṃskṛtāṃ vācamuccārayati sa vāgmī, kaḥ punarvvācaḥ saṃskāraḥ, śabdārthanyāyebhyo'vagamaḥ, yastvevaṃlakṣaṇāṃ vācamuccārayati sa vāgmī, na yo bahutaraṃ vacanamanarthakaṃ bhāṣate taddhi vākchalāyālamityucyate, yohi bahubhāṣaṇaḥ sa na vāgmī vācālo vācāṭa ityucyate, vācogminyālajāracau bahubhāṣiṇīti, sarvathā yaḥ prativacanasamarthaḥ sa vāgmī, yohi pṛṣṭaḥ san nyāyena prativacanaṃ pradadāti, sa vāgmī, matidvaidhe utpanne saṃśayacchettā, udāharaṇaṃ cātra kauṣītakinaḥ, kasmātkauṣītakīnāṃ na kañcanātīva jihīte yajñāvakīrṇāhītyaprativacanadānāt /
1.1.7.[10]	anyūnāṅgaḥ, ūnameva nyūnaṃ na nyūnāṅgaḥ, sa anyūnāṅgaḥ /
1.1.7.[11]	anatiriktāṅgaḥ, aṅgānāṃ cātiriktatā puruṣalakṣaṇe siddhā, tatra coktaṃ, jyotiṣaṃ pūrvaprakṛtamiti, tasya cāṅgaṃ puruṣalakṣaṇaṃ, catuḥṣaṣṭyaṅgatvāt /
1.1.7.[12]	dvayamataśca, pramāṇataśca anyūnaḥ, anatiriktaḥ, pramāṇe pramāṇe dvayaṃ dvayaṃ samaṃ yasya sa dvayamataḥ /
1.1.7.[13]	anyeṣāṃ dve sataśceti pāṭhaḥ /
1.1.7.[14]	teṣāṃ kārikayārtho varṇyate, adhaścorddhvañca nābhestu samoyasmāt pramāṇataḥ /
1.1.7.[15]	pādāṅguṣṭhāṅgaviṣṭabdhaḥ sa vai dvesata ucyate iti /
1.1.7.[16]	anatikṛṣṇaḥ, na atikṛṣṇaḥ anatikṛṣṇaḥ /
1.1.7.[17]	anatiśvetaḥ, na atiśvetaḥ anatiśvetaḥ /
1.1.7.[18]	apare vayasi nipātayanti, kṛṣṇaśvetaśabdo nātibālo nātivṛddha iti evamuktārthaṃ sūtraṃ / 7 /
1.1.7.[19]	ṛtvijāṃ lakṣaṇamuktaṃ, atha yājyaḥ kiṃlakṣaṇaḥ syāditi ata āha /
1.1.8.[1]	ārṣeyaḥ anūcānaḥ sādhucaraṇa iti /
1.1.8.[2]	atha vā yājyaśca evaṃ lakṣaṇaḥ yādṛglakṣaṇā ṛtvijaḥ /
1.1.8.[3]	prathamairvā tribhirguṇairvyākhyātaḥ /
1.1.8.[4]	luptavibhāṣaṃ sūtraṃ /
1.1.8.[5]	guṇagrahaṇaṃ kṣatriyavaiśyayoryathāsambhavaṃ guṇā grāhyāḥ
1.1.9.[1]	sāmprataṃ vidhirvivakṣitaḥ, somaṃ prabrūte, somapravākaḥ, tamakariṣyan karma namaḥ somāya rājña ityetadyajurūktvā pratyākhyānaṃ kuryāt kiñcideva vyākṣepaṃ kṛtvā aparuṣaṃ pratyācakṣīta /
1.1.9.[2]	atha kariṣyata eva, tāvadvidhau vaktavye kasmādakariṣyataḥ pūrvamucyate pratyākhyānamātrasya vaktavyatvādakariṣyataḥ pūrvamuktaṃ, kariṣyato hi vṛtapratimantraṇādiḥ samidādhānāhavanīyopasthānānto vidhirvaktavyaḥ sa ucyate / 8 /
1.1.9.[3]	akariṣyato vidhiruktaḥ atha kariṣyatovidhiṃ vivakṣurāha /
1.1.10.[1]	mahanme voca ityanena yajuṣā kariṣyan pratimantraṇaṃ kuryāt
1.1.11.[1]	tat vṛtapratimantraṇaṃ yajuḥ na jahyāt notsṛjet aprokte 'pi somapravākeṇeti kariṣyāmīti vijñāya /
1.1.11.[2]	kosya viṣayaḥ sādyaktāḥ / 11 /
1.1.11.[3]	atha vṛtapratimantraṇaṃ kṛtvā anantaraṃ somapravāke kiṃ pratipattavyam ityatrāha /
1.1.12.[1]	āvasanti tamityāvasathaḥ somaṃ prabrūte somapravākaḥ, tasmai somapravākāya tādarthye caturtho /
1.1.12.[2]	lavaṇamannaṃ lavaṇena sampṛktamannaṃ lavaṇamannantat dadhnā saha hārayet bhojayet, evaṃ sūtrārthaḥ /
1.1.12.[3]	āvasathaśca somapravākāya karttavyaḥ /
1.1.12.[4]	tatraiva cāsya bhojananneyamiti
1.1.13.[1]	somapravākāyānnaṃ hārayitvāthānantaraṃ prahiṇuyāt prastotṛsubrahmaṇyau purastāt karmabhyaḥ, prahiṇuyāt preṣayedityarthaḥ /
1.1.13.[2]	prastotā ca subrahmaṇyaśca prastotā subrahmaṇyo pūrvaṃ karmaṇa ārambhāt atha vā tādarthye caturthī yāni purastāt karmāṇi tārkṣyasāmādīni tadarthaṃ / 13 /
1.1.13.[3]	uktaṃ prahiṇuyāt prastotṛsubrahmaṇyāviti /
1.1.13.[4]	tayoḥ kamarthaṃ prāgāmanaṃ /
1.1.13.[5]	karmāṇi ca devayajane kriyate /
1.1.13.[6]	ata ācāryo devayajanalakṣaṇaṃ vivakṣurāha /
1.1.14.[1]	prāgudakpravaṇaṃ devajayanaṃ /
1.1.14.[2]	āpaḥ prācya udocyo vā yatra gacchanti /
1.1.14.[3]	athavā prāgudīcīdiśaṃ yatrāpaḥ pravarttante tat prāgudakpravaṇaṃ cātvālasāriṇyo yatrāpaḥ syurityarthaḥ /
1.1.14.[4]	devayajanaṃ devā asminnijyanta iti devayajanaṃ /
1.1.14.[5]	lomaśaṃ, pratilomaśaṃ tṛṇauṣadhibahulamityarthaḥ /
1.1.14.[6]	avṛkṣannāsmin vṛkṣāḥ santyavṛkṣaṃ /
1.1.14.[7]	samaṃ, yatra naviṣamābhūmistatsamaṃ /
1.1.14.[8]	evaṃ lakṣaṇaṃ devayajanaṃ syāt / 14 /
1.1.14.[9]	kiñca /
1.11.15.[1]	purastād iti diṅniyamaḥ kriyate /
1.11.15.[2]	pūrvyapradeśe devayajanasya āpaḥ syuriti ca śabdaḥ kriyate /
1.11.15.[3]	purastān niyamaḥ anyāsu ca dikṣu vipratiṣedha iti /
1.11.15.[4]	asyeti samīpalakṣaṇā ṣaṣṭhī, syuriti svabhāvataḥ syurna kṛtrimā iti / 15 /
1.11.15.[5]	uktaṃ ca svabhāvataḥ syuriti /
1.11.15.[6]	atha punarupapattirna syāt tataḥ kiṃ syāt /
1.11.15.[7]	atrocyate /
1.1.16.[1]	taditi pūrvanirdeśaḥ, tāsāmabhāvaḥ, bhavanaṃ bhāvaḥ, na bhāvaḥ abhāvaḥ, apāmabhāve mahāvṛkṣādayaḥ syuḥ /
1.1.16.[2]	mahāṃścāsau vṛkṣaśca mahāvṛkṣaḥ ānmahataḥ samānādhikaraṇajātīyayorityākāraḥ /
1.1.16.[3]	apare varṇayanti udumbara iti /
1.1.16.[4]	prājāpatya udumbaraḥ prajāpatirvāva mahāniti pūrva eva tu sādhīyān /
1.1.16.[5]	mahataḥ samānādhikaraṇa iti /
1.1.16.[6]	udapānaḥ kūpaḥ /
1.1.16.[7]	deśāntaragāmī panthā mahāpathaḥ
1.1.17.[1]	evaṃ lakṣaṇaṃ caiva syāt, na cāsya devayajanasya sthalataraṃ samīpe syāt prātiśāyanikastaraḥ pratyayo devayajanamapi na sthale bhavatītyetaddarśayati /
1.1.17.[2]	sthalataraḥ parvataḥ asyeti sarveṣu kalpeṣu syāt anantarasya vidhirmābhūditi
1.1.18.[1]	na cāsya sthalataramadūre syādityuktaṃ /
1.1.18.[2]	kiñca devayajanapramāṇaṃ cāsya pūrve pradeśe sthitaṃ na syāt
1.1.19.[1]	uktamaviśeṣeṇa devayajanalakṣaṇaṃ /
1.1.19.[2]	athābhicaraṇīyeṣu viśeṣavivakṣurāha /
1.1.19.[3]	viparyasyābhicaraṇīyeṣviti /
1.1.19.[4]	yadidaṃ devayajanalakṣaṇamuktaṃ etadabhicaraṇīyeṣu viparyastaṃ bhavati /
1.1.19.[5]	viparyāsaḥ prātilomyaṃ /
1.1.19.[6]	kiṃ sarvameva viparyastaṃ netyucyate /
1.1.19.[7]	kintarhi, sthalādanyaddevayajanamātrācca/ viparyāse'pi sati naiva sthalataramadūre syāddevayajanamātrañca purastānnaiva syāt
1.1.20.[1]	uta prahiṇuyātprastotṛsubrahmaṇyo purastāt karmabhya iti /
1.1.20.[2]	atha tasya gamanakālaḥ ka iti /
1.1.20.[3]	atrocyate /
1.1.20.[4]	ātmanā gacchet kraye upavasathye punaḥ svayaṃ vrajedanāhūtopi
1.1.21.[1]	atha tasya gamanakriyā ucyate /
1.1.21.[2]	udaṅṅeva tu gṛhebhyaḥ prathamaṃ niṣkrāmet /
1.1.21.[3]	devo devametvityanena yajuṣā /
1.1.21.[4]	athaiva śabdaḥ kimarthaṃ ucyate /
1.1.21.[5]	anyatopi gantavye udaṅṅeva tāvat prathamaṃ prasthānaṃ kuryāt /
1.1.21.[6]	atha tuśabdaḥ kimarthaṃ ucyate /
1.1.21.[7]	anyato dvārepyevaṃ
1.1.22.[1]	dūramadhvanogatvālpevaśiṣṭe vihāya dauskṛtyamityetat yajurjapet /
1.1.22.[2]	vihāya dauṣkṛtyaṃ vrajāmītyasyādhyāhāramapare varṇayanti /
1.1.22.[3]	apare yāvadgrahaṇaṃ kasmādavacanāt
1.1.23.[1]	devayajanagāmī yaḥ panthā tamāpadya ananyagāminaṃ badānāmāsītyetat yajurjapet
1.1.24.[1]	yasyopavasathye'hni āgamanaṃ bhavati sa devayajanamahāvederuttaramantamākramya dakṣiṇamantamīkṣamāṇaḥ pitaro bhūrityetadyajurjapet /
1.1.24.[2]	yasya punaḥ kraye'hni āgamanaṃ bhavati sa patnīsaṃśālāyāṃ vedimākramate mahāvederabhāvāt
1.1.25.[1]	yajuṣāmantaraye 'nvāhārandhānajapyomanyate /
1.1.25.[2]	antarayatyāgaḥ, utsargaḥ /
1.1.25.[3]	anvāharaṇamanvāhāraḥ anutsarga ityarthaḥ /
1.1.25.[4]	kaḥ punar viṣayaḥ /
1.1.25.[5]	sānnipātiko vidhiḥ /
1.1.25.[6]	tatrānujapaḥ alopārthaḥ
1.1.26.[1]	upekṣaṇaṃ varjanam akaraṇam ity arthaḥ /
1.1.26.[2]	evaṃ śāṇḍilyo manyate /
1.1.26.[3]	kasmāt nimittāpāyāt /
1.1.26.[4]	apara āha /
1.1.26.[5]	pitaro bhūr iti kṛtsnaṃ yajuḥ antaritaṃ samāmnāye /
1.1.26.[6]	trayo ha nu vai pitaraḥ avamā ṛrvā kāvyā iti /
1.1.26.[7]	tasyānvāhārandhānaṃjapyo manyate /
1.1.26.[8]	kasmādalopāt /
1.1.26.[9]	upekṣaṇaṃ varjanaṃ śāṇḍilyaḥ kasmādapāṭhāt
1.2.0.[1]	uktaṃ svayaṃ vrajet kraya upavasathyeveti /
1.2.0.[2]	tatra udaṅṅeva tu gṛhebhyaḥ prathamamityudgātṛkarma prakṛtametadādi /
1.2.0.[3]	tatroktamuttaraṃ vedyantamākramya dakṣiṇamīkṣamāṇaḥ pitaro bhūrityetadyajurjapediti /
1.2.0.[4]	asyānantaraṃ madhurpakavidhirvivakṣitaḥ /
1.2.0.[5]	taṃ vivakṣurāha /
1.2.1.[1]	pṛthak nānetyarthaḥ /
1.2.1.[2]	sāvitrīpādaiḥ savitā devatā yasyāḥ seyaṃ sāvitrī tasyāḥ pādaiḥ pibet /
1.2.1.[3]	madhunā pṛktandadhipayaḥkṛtānnaṃ vā madhuparkaḥ /
1.2.1.[4]	dadhani payasi vātha cākṛtānne madhu dadhyānmadhuparkametadāhuḥ /
1.2.1.[5]	dadhimadhuśalileṣu saktavaḥ pṛthageveti vihitāstrayastu manthāḥ /
1.2.1.[6]	tasya madhuparkasya pibet asyeti avayavalakṣaṇā ṣaṣṭhī /
1.2.1.[7]	kathaṃ pibedyathā śeṣaḥ syāditi /
1.2.1.[8]	nanu sāvitrīpādairiti siddhe kiṃ pṛthak grahaṇamiti /
1.2.1.[9]	ucyate /
1.2.1.[10]	uktaṃ, savitṛdevatā sāvitrīti /
1.2.1.[11]	evaṃ sarvāsāṃ savitṛdevatānāṃ prasaṅgaḥ prāptaḥ /
1.2.1.[12]	ata ācāryaḥ pṛthakgrahaṇaṃ karoti /
1.2.1.[13]	yasya ṛksamāmnāye pṛthagāmnānantayeti /
1.2.1.[14]	nanu yadyevamarthaṃ na tasmān mukhyāṃ adya no vedetyetāṃ sāvitrīmutsṛjya gauṇīṃ gṛhṇīyāt /
1.2.1.[15]	tanna, dvayameva mukhyā /
1.2.1.[16]	kathaṃ mukhyeti cet /
1.2.1.[17]	ucyate /
1.2.1.[18]	athopasīdatyabhidhīhi bhoḥ sāvitroṃ me bhavānanubravītviti /
1.2.1.[19]	asminnetasyā evānuvacanaṃ /
1.2.1.[20]	tasyā uttarā ṛksamāmnāyābhivyakteśca sāvitrī caturthī bhavatītyetasyā eva śrutau vidhānaṃ /
1.2.1.[21]	tathā śākhāntarīyāyāmathāvaśiṣṭāyāṃ śrutau etāmeva pratijānate /
1.2.1.[22]	tasmāt pṛthakgrahaṇaṃ nānārthatvādevamuktaṃ
1.2.2.[1]	tatra tasmin madhuparkavidhau etadānayanti /
1.2.2.[2]	viṣṭarādyāharaṇakarma kartavvaniyamārthaṃ bahuvacanaṃ /
1.2.2.[3]	darbhāsanaṃ viṣṭaraḥ /
1.2.2.[4]	pādaprakṣālanārthaṃ udakaṃ pādaprakṣālanaṃ /
1.2.2.[5]	arghārtham udakamarghyaṃ /
1.2.2.[6]	ācamanārtham udakam ācamanīyaṃ /
1.2.2.[7]	madhuparka uktalakṣaṇaḥ /
1.2.2.[8]	atha tatra grahaṇaṃ kimarthamiti cet /
1.2.2.[9]	ucyate, madhumanthodamanthayor madhuparkakalpārthaṃ /
1.2.2.[10]	te ca vakṣyante /
1.2.2.[11]	tatra tatraitadāharanti viṣṭarādi
1.2.3.[1]	tasya madhuparkasya pibet /
1.2.3.[2]	kathaṃ
1.2.4.[1]	sāvitrīpādasyeti śeṣaḥ /
1.2.4.[2]	tuśabdo viśeṣaṇārthaḥ
1.2.5.[1]	sāvitrīpādasyopariṣṭāditi varttate /
1.2.5.[2]	prathamadvitīyatṛtīyagrahaṇaṃ caturthaniṣedhārthaṃ /
1.2.5.[3]	tūṣṇīṃ caturthamiti prāpte
1.2.6.[1]	sarve bhakṣamantrāḥ svāhākārāntāḥ /
1.2.6.[2]	svāhākārāntā iti bahuvacanāt siddheḥ kimarthaṃ sarvagrahaṇamiti cet ucyate /
1.2.6.[3]	madhumanthādīnāmapi bhakṣamantrāḥ svāhākārāntāḥ syurityevamarthaṃ sarvagrahaṇaṃ
1.2.7.[1]	rasosi vānaspatya iti /
1.2.7.[2]	anena mantreṇa madhumanthasya pibediti gautama ācārya āha /
1.2.7.[3]	yaccoktaṃ viṣṭarādīni dravyāṇyekaikaśastristrirvedayeranniti, tatra madhumanthasyāvedane prāpte /
1.2.7.[4]	vānaspatya iti pravacanamiti /
1.2.7.[5]	vānaspatyo vānaspatya ityāvedanantriḥ
1.2.8.[1]	yathā madhumanthasya tathā dadhimanthodamanthayoḥ pibet /
1.2.8.[2]	tena prakāreṇetyarthaḥ /
1.2.8.[3]	ayaṃ tu viśeṣaḥ /
1.2.8.[4]	payasyopayasya iti tu rasādeśaḥ /
1.2.8.[5]	vānaspatya ityetasya sthāne syātāmityarthaḥ /
1.2.8.[6]	raso'si payasya rasosyopayasyaḥ, yathāsaṅkhyaṃ
1.2.9.[1]	ete eva pūrvokapravacane dadyāt /
1.2.9.[2]	payasyopayasya iti /
1.2.9.[3]	kālindaḥ sārasvata iti vā, yāthāsaṅkhyena
1.2.10.[1]	uktaṃ madhuparkasyetyavayavalakṣaṇā ṣaṣṭhī kriyate /
1.2.10.[2]	tatra pānamuktaṃ /
1.2.10.[3]	atha śeṣe kā pratipattiriti /
1.2.10.[4]	ucyate /
1.2.10.[5]	śeṣaṃ brāhmaṇaya dadyāt putrādeḥ
1.2.11.[1]	śūdravarjaṃ /
